#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
ZNF134	zinc finger protein 134 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF136	zinc finger protein 136 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF140	zinc finger protein 140 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF143	zinc finger protein 143 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF146	zinc finger protein 146 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF148	zinc finger protein 148 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF16	zinc finger protein 16 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF160	zinc finger protein 160 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF165	zinc finger protein 165 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF174	zinc finger protein 174 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF175	zinc finger protein 175 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF184	zinc finger protein 184 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF189	zinc finger protein 189 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF197	zinc finger protein 197 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF202	zinc finger protein 202 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF205	zinc finger protein 205 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF207	zinc finger protein 207 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF212	zinc finger protein 212 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF213	zinc finger protein 213 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF217	zinc finger protein 217 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF219	zinc finger protein 219 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF22	zinc finger protein 22 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF224	zinc finger protein 224 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF23	zinc finger protein 23 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF234	zinc finger protein 234 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF239	zinc finger protein 239 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF24	zinc finger protein 24 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF248	zinc finger protein 248 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF25	zinc finger protein 25 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF251	zinc finger protein 251 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF260	zinc finger protein 260 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF263	zinc finger protein 263 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF264	zinc finger protein 264 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF266	zinc finger protein 266 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF267	zinc finger protein 267 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF273	zinc finger protein 273 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF274	zinc finger protein 274 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF276	zinc finger protein 276 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF277	zinc finger protein 277 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF281	zinc finger protein 281 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF292	zinc finger protein 292 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF296	zinc finger protein 296 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF3	zinc finger protein 3 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF300	zinc finger protein 300 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF304	zinc finger protein 304 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF318	zinc finger protein 318 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF32	zinc finger protein 32 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF322	zinc finger protein 322 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF326	zinc finger protein 326 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF331	zinc finger protein 331 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF333	zinc finger protein 333 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF335	zinc finger protein 335 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF33A	zinc finger protein 33A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF33B	zinc finger protein 33B [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF341	zinc finger protein 341 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF346	zinc finger protein 346 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF35	zinc finger protein 35 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF350	zinc finger protein 350 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF354A	zinc finger protein 354A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF362	zinc finger protein 362 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF367	zinc finger protein 367 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF37A	zinc finger protein 37A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF382	zinc finger protein 382 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF383	zinc finger protein 383 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF384	zinc finger protein 384 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF385A	zinc finger protein 385A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF394	zinc finger protein 394 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF395	zinc finger protein 395 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF397	zinc finger protein 397 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF398	zinc finger protein 398 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF407	zinc finger protein 407 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF417	zinc finger protein 417 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF420	zinc finger protein 420 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF425	zinc finger protein 425 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF426	zinc finger protein 426 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF430	zinc finger protein 430 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF431	zinc finger protein 431 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF432	zinc finger protein 432 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF433	zinc finger protein 433 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF436	zinc finger protein 436 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF440	zinc finger protein 440 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF443	zinc finger protein 443 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF444	zinc finger protein 444 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF445	zinc finger protein 445 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF446	zinc finger protein 446 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF449	zinc finger protein 449 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF460	zinc finger protein 460 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF461	zinc finger protein 461 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF462	zinc finger protein 462 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF467	zinc finger protein 467 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF473	zinc finger protein 473 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF48	zinc finger protein 48 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF488	zinc finger protein 488 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF496	zinc finger protein 496 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF501	zinc finger protein 501 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF502	zinc finger protein 502 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF503	zinc finger protein 503 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF507	zinc finger protein 507 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF512	zinc finger protein 512 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF512B	zinc finger protein 512B [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF513	zinc finger protein 513 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF516	zinc finger protein 516 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF529	zinc finger protein 529 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF543	zinc finger protein 543 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF547	trafficking protein particle complex subunit 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF552	zinc finger protein 552 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF554	zinc finger protein 554 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF558	zinc finger protein 558 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF564	zinc finger protein 564 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF567	zinc finger protein 567 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF569	zinc finger protein 569 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF57	zinc finger protein 57 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF571	zinc finger protein 571 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF574	zinc finger protein 574 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF575	zinc finger protein 575 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF579	zinc finger protein 579 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF580	zinc finger protein 580 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF587	zinc finger protein 587 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF589	zinc finger protein 589 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF596	zinc finger protein 596 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF597	zinc finger protein 597 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF598	zinc finger protein 598|E3 ubiquitin ligase [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF599	zinc finger protein 599 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF606	zinc finger protein 606 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF608	zinc finger protein 608 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF609	zinc finger protein 609 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF611	zinc finger protein 611 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF618	zinc finger protein 618 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF629	zinc finger protein 629 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF641	zinc finger protein 641 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF644	zinc finger protein 644 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF652	zinc finger protein 652 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF655	zinc finger protein 655 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF664	zinc finger protein 664 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF668	zinc finger protein 668 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF674	zinc finger protein 674 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF675	zinc finger protein 675 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF687	zinc finger protein 687 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF688	zinc finger protein 688 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF689	zinc finger protein 689 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF69	zinc finger protein 69 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF691	zinc finger protein 691 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF692	zinc finger protein 692 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF699	zinc finger protein 699 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF70	zinc finger protein 70 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF700	zinc finger protein 700 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF703	zinc finger protein 703 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF704	zinc finger protein 704 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF710	zinc finger protein 710 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF717	zinc finger protein 717 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF740	zinc finger protein 740 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF746	zinc finger protein 746 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF749	zinc finger protein 749 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF76	zinc finger protein 76 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF763	zinc finger protein 763 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF765	zinc finger protein 765 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF77	zinc finger protein 77 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF770	zinc finger protein 770 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF774	zinc finger protein 774 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF777	zinc finger protein 777 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF778	zinc finger protein 778 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF790	zinc finger protein 790 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF800	zinc finger protein 800 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF83	zinc finger protein 83 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF837	zinc finger protein 837 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF84	zinc finger protein 84 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF846	zinc finger protein 846 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF850	zinc finger protein 850 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF852	zinc finger protein 852 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF860	zinc finger protein 860 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZNF91	zinc finger protein 91 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN16	zinc finger and SCAN domain containing 16 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN2	zinc finger and SCAN domain containing 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN21	zinc finger and SCAN domain containing 21 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN22	zinc finger and SCAN domain containing 22 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN31	zinc finger and SCAN domain containing 31 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN4	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ZSCAN9	zinc finger and SCAN domain containing 9 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
AEBP1	AE binding protein 1 [Source:HGNC Symbol	dbTF		
AFF3	ALF transcription elongation factor 3 [Source:HGNC Symbol	dbTF		
AIRE	autoimmune regulator [Source:HGNC Symbol	dbTF		
ALX1	ALX homeobox 1 [Source:HGNC Symbol	dbTF		
ALX3	ALX homeobox 3 [Source:HGNC Symbol	dbTF		
ALX4	ALX homeobox 4 [Source:HGNC Symbol	dbTF		
AR	androgen receptor [Source:HGNC Symbol	dbTF		
ARNT2	aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol	dbTF		
ARX	aristaless related homeobox [Source:HGNC Symbol	dbTF		
ASCL1	achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol	dbTF		
ASCL2	achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol	dbTF		
ASCL3	achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol	dbTF		
ASCL4	achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol	dbTF		
ATOH1	atonal bHLH transcription factor 1 [Source:HGNC Symbol	dbTF		
ATOH7	atonal bHLH transcription factor 7 [Source:HGNC Symbol	dbTF		
BACH2	BTB domain and CNC homolog 2 [Source:HGNC Symbol	dbTF		
BARHL1	BarH like homeobox 1 [Source:HGNC Symbol	dbTF		
BARHL2	BarH like homeobox 2 [Source:HGNC Symbol	dbTF		
BARX1	BARX homeobox 1 [Source:HGNC Symbol	dbTF		
BARX2	BARX homeobox 2 [Source:HGNC Symbol	dbTF		
BATF2	basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol	dbTF		
BATF3	basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol	dbTF		
BCL6B	BCL6B transcription repressor [Source:HGNC Symbol	dbTF		
BHLHA9	basic helix-loop-helix family member a9 [Source:HGNC Symbol	dbTF		
BHLHE22	basic helix-loop-helix family member e22 [Source:HGNC Symbol	dbTF		
BHLHE23	basic helix-loop-helix family member e23 [Source:HGNC Symbol	dbTF		
BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol	dbTF		
BMAL2	basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol	dbTF		
BNC1	basonuclin 1 [Source:HGNC Symbol	dbTF		
BNC2	basonuclin 2 [Source:HGNC Symbol	dbTF		
BSX	brain specific homeobox [Source:HGNC Symbol	dbTF		
CDX1	caudal type homeobox 1 [Source:HGNC Symbol	dbTF		
CDX4	caudal type homeobox 4 [Source:HGNC Symbol	dbTF		
CEBPE	CCAAT enhancer binding protein epsilon [Source:HGNC Symbol	dbTF		
CPEB1	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol	dbTF		
CRX	cone-rod homeobox [Source:HGNC Symbol	dbTF		
CTCFL	CCCTC-binding factor like [Source:HGNC Symbol	dbTF		
CUX2	cut like homeobox 2 [Source:HGNC Symbol	dbTF		
CXXC4	CXXC finger protein 4 [Source:HGNC Symbol	dbTF		
DACH1	dachshund family transcription factor 1 [Source:HGNC Symbol	dbTF		
DACH2	dachshund family transcription factor 2 [Source:HGNC Symbol	dbTF		
DBX1	developing brain homeobox 1 [Source:HGNC Symbol	dbTF		
DBX2	developing brain homeobox 2 [Source:HGNC Symbol	dbTF		
DLX1	distal-less homeobox 1 [Source:HGNC Symbol	dbTF		
DLX2	distal-less homeobox 2 [Source:HGNC Symbol	dbTF		
DLX3	distal-less homeobox 3 [Source:HGNC Symbol	dbTF		
DLX5	distal-less homeobox 5 [Source:HGNC Symbol	dbTF		
DLX6	distal-less homeobox 6 [Source:HGNC Symbol	dbTF		
DMBX1	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol	dbTF		
DMRT2	doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol	dbTF		
DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol	dbTF		
DMRTA1	DMRT like family A1 [Source:HGNC Symbol	dbTF		
DMRTA2	DMRT like family A2 [Source:HGNC Symbol	dbTF		
DMRTB1	DMRT like family B with proline rich C-terminal 1 [Source:HGNC Symbol	dbTF		
DMRTC2	DMRT like family C2 [Source:HGNC Symbol	dbTF		
DRGX	dorsal root ganglia homeobox [Source:HGNC Symbol	dbTF		
DUX4	double homeobox 4 [Source:HGNC Symbol	dbTF		
DUXA	double homeobox A [Source:HGNC Symbol	dbTF		
DZIP1	DAZ interacting zinc finger protein 1 [Source:HGNC Symbol	dbTF		
EBF1	EBF transcription factor 1 [Source:HGNC Symbol	dbTF		
EBF2	EBF transcription factor 2 [Source:HGNC Symbol	dbTF		
EBF3	EBF transcription factor 3 [Source:HGNC Symbol	dbTF		
EBF4	EBF family member 4 [Source:HGNC Symbol	dbTF		
EGR2	early growth response 2 [Source:HGNC Symbol	dbTF		
EGR3	early growth response 3 [Source:HGNC Symbol	dbTF		
EGR4	early growth response 4 [Source:HGNC Symbol	dbTF		
ELF5	E74 like ETS transcription factor 5 [Source:HGNC Symbol	dbTF		
EMX1	empty spiracles homeobox 1 [Source:HGNC Symbol	dbTF		
EMX2	empty spiracles homeobox 2 [Source:HGNC Symbol	dbTF		
EN1	engrailed homeobox 1 [Source:HGNC Symbol	dbTF		
EN2	engrailed homeobox 2 [Source:HGNC Symbol	dbTF		
EOMES	eomesodermin [Source:HGNC Symbol	dbTF		
ERG	ETS transcription factor ERG [Source:HGNC Symbol	dbTF		
ESR1	estrogen receptor 1 [Source:HGNC Symbol	dbTF		
ESR2	estrogen receptor 2 [Source:HGNC Symbol	dbTF		
ESRRB	estrogen related receptor beta [Source:HGNC Symbol	dbTF		
ESX1	ESX homeobox 1 [Source:HGNC Symbol	dbTF		
ETV2	ETS variant transcription factor 2 [Source:HGNC Symbol	dbTF		
ETV3L	ETS variant transcription factor 3 like [Source:HGNC Symbol	dbTF		
ETV7	ETS variant transcription factor 7 [Source:HGNC Symbol	dbTF		
EVX1	even-skipped homeobox 1 [Source:HGNC Symbol	dbTF		
EVX2	even-skipped homeobox 2 [Source:HGNC Symbol	dbTF		
FAM170A	family with sequence similarity 170 member A [Source:HGNC Symbol	dbTF		
FERD3L	Fer3 like bHLH transcription factor [Source:HGNC Symbol	dbTF		
FEV	FEV transcription factor|ETS family member [Source:HGNC Symbol	dbTF		
FEZF1	FEZ family zinc finger 1 [Source:HGNC Symbol	dbTF		
FEZF2	FEZ family zinc finger 2 [Source:HGNC Symbol	dbTF		
FIGLA	folliculogenesis specific bHLH transcription factor [Source:HGNC Symbol	dbTF		
FLI1	Fli-1 proto-oncogene|ETS transcription factor [Source:HGNC Symbol	dbTF		
FOXB1	forkhead box B1 [Source:HGNC Symbol	dbTF		
FOXB2	forkhead box B2 [Source:HGNC Symbol	dbTF		
FOXC2	forkhead box C2 [Source:HGNC Symbol	dbTF		
FOXD1	forkhead box D1 [Source:HGNC Symbol	dbTF		
FOXD3	forkhead box D3 [Source:HGNC Symbol	dbTF		
FOXD4L1	forkhead box D4 like 1 [Source:HGNC Symbol	dbTF		
FOXD4L6	forkhead box D4 like 6 [Source:HGNC Symbol	dbTF		
FOXE1	forkhead box E1 [Source:HGNC Symbol	dbTF		
FOXE3	forkhead box E3 [Source:HGNC Symbol	dbTF		
FOXF1	forkhead box F1 [Source:HGNC Symbol	dbTF		
FOXF2	forkhead box F2 [Source:HGNC Symbol	dbTF		
FOXG1	forkhead box G1 [Source:HGNC Symbol	dbTF		
FOXH1	forkhead box H1 [Source:HGNC Symbol	dbTF		
FOXI1	forkhead box I1 [Source:HGNC Symbol	dbTF		
FOXI2	forkhead box I2 [Source:HGNC Symbol	dbTF		
FOXI3	forkhead box I3 [Source:HGNC Symbol	dbTF		
FOXJ1	forkhead box J1 [Source:HGNC Symbol	dbTF		
FOXL1	forkhead box L1 [Source:HGNC Symbol	dbTF		
FOXL2	forkhead box L2 [Source:HGNC Symbol	dbTF		
FOXN1	forkhead box N1 [Source:HGNC Symbol	dbTF		
FOXN4	forkhead box N4 [Source:HGNC Symbol	dbTF		
FOXO3B	forkhead box O3B [Source:HGNC Symbol	dbTF		
FOXP2	forkhead box P2 [Source:HGNC Symbol	dbTF		
FOXR1	forkhead box R1 [Source:HGNC Symbol	dbTF		
FOXR2	forkhead box R2 [Source:HGNC Symbol	dbTF		
FOXS1	forkhead box S1 [Source:HGNC Symbol	dbTF		
GATA1	GATA binding protein 1 [Source:HGNC Symbol	dbTF		
GATA2	GATA binding protein 2 [Source:HGNC Symbol	dbTF		
GATA3	GATA binding protein 3 [Source:HGNC Symbol	dbTF		
