#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI5Z_2h.txt#:type=:list
#Associated Gene Name	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PI5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPI5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PI5Z_2h_DMSO_2h	N: Student's T-test q-value PI5Z_2h_DMSO_2h	N: Student's T-test Difference PI5Z_2h_DMSO_2h	N: Student's T-test Test statistic PI5Z_2h_DMSO_2h
NOP10	16.8411	16.8425	16.8037	17.1029	16.4585	16.7042	16.8874	17.0857			4	4	0.320151	0.712299	0.113613	0.755651
CD320	15.7534	15.6388	14.9741	15.3578	15.5036	14.8851	14.0308	13.3737			4	4	1.01446	0.313199	0.982735	1.9672
OSGEP	18.3105	18.3248	18.2355	18.3936	18.2733	18.3024	18.2924	18.5359			4	4	0.196975	0.826611	-0.0348902	-0.499266
DMAP1	15.8216	15.9908	15.9084	15.887	15.7508	15.6519	15.8572	16.0003			4	4	0.478714	0.592041	0.0869122	1.05483
BRD7	14.5522	15.2875	15.1499	15.4755	15.1999	15.2019	15.5604	15.3866			4	4	0.45755	0.608015	-0.220927	-1.01631
ACOT13	18.3276	18.1992	18.181	18.0901	18.5091	18.3587	18.256	18.3401			4	4	1.22326	0.250557	-0.166492	-2.31564
MED4	16.624	16.7384	16.8499	16.6155	17.0792	17.2714	16.7573	16.8411			4	4	1.13655	0.274137	-0.280275	-2.1704
TIMMDC1	14.4315	15.2077	15.0654	15.016	15.187	15.1961	15.0812	15.3145			4	4	0.728171	0.44171	-0.264535	-1.48927
RIC8A	18.5473	18.7377	18.7022	18.7779	18.7308	18.8701	18.8099	18.8592			4	4	1.10547	0.287479	-0.126204	-2.11857
GPR108	15.5648	15.5628	15.2457	15.5884	15.8201	15.8897	15.4646	15.3361			4	4	0.379841	0.665582	-0.13722	-0.871427
LUC7L	17.8287	17.8305	17.7874	17.8568	17.7175	17.6458	17.8146	17.6864			4	4	1.52548	0.188865	0.109748	2.8335
MRPL40	17.4823	17.5255	17.1425	17.2351	17.3372	17.2042	17.0289	17.2408			4	4	0.598103	0.512782	0.143589	1.26647
GPRC5C	17.0448	16.957	16.9809	16.9659	16.6513	16.4127	16.7126	17.0558			4	4	1.08205	0.294425	0.279046	2.07957
C12orf5	19.6985	19.7429	19.6327	19.6345	19.6882	19.7835	19.7104	19.8648			4	4	0.889547	0.363628	-0.0845752	-1.75964
COPRS	15.5624	15.8677	15.7876	16.0606	15.6865	15.8811	15.9923	15.573			4	4	0.0950159	0.913133	0.0363529	0.26008
TCF7L2	15.58	15.6279	15.5665	15.4491	15.0027	15.6159	15.6828	15.2381			4	4	0.468246	0.599535	0.170994	1.03582
RTN4	22.0944	21.8211	21.7918	21.8673	21.9877	21.7721	21.6904	21.8992			4	4	0.239493	0.787748	0.056294	0.590968
HINT3	16.9937	16.3207	17.3343	16.7707	16.7913	16.9052	17.4998	17.0749			4	4	0.347449	0.690697	-0.212944	-0.809153
RPRD1B	19.1108	18.994	18.9605	18.9611	19.0878	18.9247	19.0481	19.039			4	4	0.138925	0.873235	-0.0183291	-0.366977
XPNPEP3	14.5485	14.932	15.3931	15.6198	16.7803	17.0497	16.0281	15.9504			4	4	1.97498	0.131516	-1.32878	-3.65892
PFDN4	18.3398	18.6245	18.594	18.5124	18.4584	18.5435	18.6047	18.6735			4	4	0.275882	0.752779	-0.0523415	-0.666606
NIT2	19.0674	18.8916	19.074	19.019	19.0192	18.9178	19.0084	18.9965			4	4	0.230103	0.796358	0.0274963	0.571044
AVEN	20.2052	20.5019	20.4307	20.5466	20.9995	20.9391	20.5533	20.6651			4	4	1.50915	0.190595	-0.368136	-2.8049
INCENP	16.8422	16.0278	16.2127	16.2679	16.5466	16.2853	16.2361	15.9387			4	4	0.152577	0.862636	0.0859799	0.398926
EXOSC5	17.8329	17.8441	17.7627	17.889	17.8663	17.9227	17.9598	17.7446			4	4	0.325117	0.70811	-0.041194	-0.765459
EXOSC3	17.9895	17.8293	17.8158	17.8699	18.0379	17.9234	17.826	17.8592			4	4	0.234445	0.793708	-0.0354996	-0.580277
KIF13B	15.8724	15.9697	16.0948	15.6986	15.7396	15.709	16.0333	15.9714			4	4	0.148833	0.866279	0.0455594	0.390221
ANLN	18.0008	17.8108	17.6551	18.0007	17.9694	17.8475	17.7215	17.7099			4	4	0.210691	0.813556	0.0547748	0.529277
XPNPEP1	19.1292	19.3159	19.2615	19.1755	19.2608	19.2679	19.2962	19.2999			4	4	0.680165	0.472611	-0.0606914	-1.40774
GPHN	15.4885	15.3515	15.2712	15.5357	15.6789	15.5973	15.8215	15.9945			4	4	1.83717	0.143886	-0.361313	-3.39704
MYO5C	15.2739	15.8361	15.839	15.4799	15.3128	15.5522	15.7293	15.5005			4	4	0.202059	0.822142	0.0835512	0.51044
BIN3	16.5329	16.1008	16.4299	16.0313	16.4373	16.4165	16.5645	16.1703			4	4	0.361324	0.680808	-0.123451	-0.835981
UTP3	16.8465	17.1541	17.1045	17.2818	17.0877	17.1198	17.1318	17.2387			4	4	0.193946	0.829646	-0.0478225	-0.49258
BIRC6	19.3806	19.0637	19.1757	18.9944	19.2857	19.0562	19.2181	19.1308			4	4	0.0694204	0.937604	-0.0190821	-0.194404
PDLIM7	20.3298	20.501	20.3424	20.5218	20.1472	20.3065	20.2705	20.258			4	4	1.56583	0.181867	0.178226	2.90449
ACSS2	16.7737	16.7257	17.0705	16.8353	16.8675	16.8124	17.1388	17.0274			4	4	0.466059	0.601822	-0.110213	-1.03184
DIABLO	18.4261	18.3617	18.2451	18.3594	18.4049	18.3643	18.2933	18.5552			4	4	0.36471	0.677981	-0.0563583	-0.842493
DDX21	21.4041	21.5875	21.6115	21.7325	21.4289	21.5345	21.5733	21.5866			4	4	0.288445	0.742587	0.0530562	0.692185
SAR1A	20.0156	20.3417	20.1985	20.3387	21.1254	21.0529	20.6361	20.5405			4	4	2.00344	0.131122	-0.615132	-3.71411
NANS	20.15	20.1348	20.1487	20.1721	20.2155	20.1109	20.0868	20.095			4	4	0.337052	0.69867	0.0243654	0.788892
SH3GLB2	18.203	17.7897	17.8903	17.8234	18.2948	17.9415	17.8629	17.7892			4	4	0.115402	0.896661	-0.0454922	-0.310544
EIF2B3	17.7802	17.7004	17.8042	17.9856	18.0423	17.8893	17.913	17.7339			4	4	0.38534	0.661864	-0.0770383	-0.881877
MBNL1	17.9425	17.9628	17.9722	17.8731	18.0216	18.1187	17.9708	17.9441			4	4	0.859818	0.376548	-0.0761476	-1.71012
PXMP2	15.5706	14.1652	14.8168	15.0989	16.9887	15.6966	15.6269	14.2062			4	4	0.514985	0.566301	-0.716702	-1.12008
SPHK2	15.3991	14.5016	14.6555	14.5429	15.5631	15.1811	14.6229	13.5189			4	4	0.0374921	0.964811	0.0533094	0.108295
SLC17A5	18.1127	17.689	17.5013	17.4187	17.6997	17.283	17.3515	17.2334			4	4	0.758659	0.425381	0.288538	1.54072
EIF4ENIF1	15.0123	14.8757	14.9999	14.6345	15.0014	14.9464	14.8033	14.8195			4	4	0.0419617	0.960174	-0.0120745	-0.120659
PICK1	17.1575	16.6987	16.8512	16.6754	17.1607	17.0463	17.1414	16.8075			4	4	0.679112	0.47373	-0.193292	-1.40594
CTPS2	18.7708	18.5848	18.6428	18.4222	18.6529	18.6487	18.7639	18.8342			4	4	0.678492	0.47352	-0.119781	-1.40488
POLE3	15.9382	15.8381	15.7554	16.2338	16.0609	16.3067	15.8401	15.8912			4	4	0.22607	0.798461	-0.0833542	-0.56243
CHRAC1	16.3727	16.1323	16.3513	16.2636	15.9164	16.0292	16.3008	16.6964			4	4	0.0884548	0.919013	0.0442781	0.243503
PRTFDC1	17.0324	16.9468	16.9484	17.3448	17.1073	17.7436	17.4655	17.8316			4	4	1.32545	0.22728	-0.468924	-2.48837
SMYD2	14.7038	15.2579	14.9207	14.9284	14.3384	14.4075	14.5019	14.2353			4	4	2.41877	0.117862	0.581941	4.56945
SDR39U1	15.791	15.5916	15.4122	14.8348	15.6607	15.3851	15.6416	15.474			4	4	0.250632	0.778031	-0.13298	-0.614379
AAAS	18.5989	18.3465	18.3903	18.2864	18.5379	18.2573	18.3364	18.2484			4	4	0.259727	0.770117	0.0605245	0.633321
ABCB10	16.7435	16.953	16.8772	16.7783	16.8928	16.6472	16.777	16.5614			4	4	0.653011	0.487194	0.118416	1.36129
BAZ1A	15.2523	15.6401	15.59	15.7411	15.385	15.6699	15.5515	15.879			4	4	0.171025	0.84705	-0.0654697	-0.441247
STRN4	18.1665	18.1575	18.0751	18.2766	18.0891	18.1687	18.1198	18.0965			4	4	0.513593	0.567416	0.0503831	1.11759
AASDHPPT	18.0312	18.0988	18.1132	18.271	18.3274	18.3545	18.2616	18.228			4	4	1.51165	0.190495	-0.164362	-2.80926
METTL5	17.9528	18.207	18.1517	18.1878	18.2302	18.3428	18.1903	18.0303			4	4	0.365504	0.677496	-0.0735893	-0.844017
OSTC	19.3152	18.9158	18.7944	18.7558	19.0633	18.791	18.82	18.7461			4	4	0.251593	0.777555	0.090199	0.616386
CMC2	16.2869	17.0639	16.7189	16.4736	16.3446	16.5942	16.8064	16.5867			4	4	0.10066	0.90873	0.0528107	0.274208
CDC42SE2	19.0428	18.8002	19.1273	19.2021	18.8308	19.5941	19.4741	18.6486			4	4	0.142832	0.869244	-0.0938091	-0.376178
UBQLN4	17.8804	17.8538	17.8336	17.9444	18.0648	17.9055	17.8261	17.8713			4	4	0.282352	0.748361	-0.0388999	-0.679813
CDC42SE1	14.7136	16.3479	15.8998	16.3177	17.3164	17.105	16.625	16.5662			4	4	1.36395	0.217891	-1.0834	-2.554
HEBP1	16.706	16.9479	16.8118	17.1134	17.1266	17.1994	16.8403	16.9677			4	4	0.538807	0.55023	-0.13874	-1.16244
APOBEC3C	17.4921	17.3178	17.8094	17.5225	17.9481	18.3544	18.0649	18.0355			4	4	2.24377	0.118623	-0.565276	-4.19702
VPS45	18.2132	17.9991	17.9109	17.8875	18.3665	18.1551	18.1034	17.7653			4	4	0.270138	0.758457	-0.0949221	-0.654823
PNO1	16.4534	16.2917	16.2501	16.581	16.7681	16.7644	16.4288	16.5265			4	4	1.02688	0.308888	-0.227896	-1.98783
MRPL17	18.7441	18.4658	18.5259	18.5229	18.775	18.593	18.5502	18.5617			4	4	0.284834	0.745948	-0.0553074	-0.684861
PHPT1	16.7744	17.0788	17.3948	17.3364	16.8218	17.3122	17.6176	17.8599			4	4	0.432248	0.631711	-0.25681	-0.969762
SERINC1	15.0301	15.862	16.0991	15.4766	15.5915	15.2499	15.5867	16.9011			4	4	0.195751	0.828335	-0.215337	-0.496566
INIP	16.5052	16.4177	16.6225	16.1691	16.5696	16.3773	16.5645	16.4231			4	4	0.201768	0.822393	-0.0550332	-0.509802
ARHGAP35	17.496	17.619	17.5883	17.5799	17.5218	17.6305	17.572	17.6204			4	4	0.163471	0.853035	-0.0153785	-0.424033
FAM114A2	16.813	16.2115	16.6938	16.6259	16.5801	16.8883	16.9082	16.9614			4	4	0.786259	0.41282	-0.248462	-1.58711
TMEM256-PLSCR3	15.0976	15.4277	15.4052	15.504	15.2327	14.9953	14.8584	16.1359			4	4	0.0625091	0.942394	0.0530303	0.176183
AGPAT3	16.4479	16.0956	16.1247	15.8908	16.1417	15.7473	15.855	15.8371			4	4	0.856703	0.378037	0.244481	1.70493
HELLS	17.3135	17.4275	17.0353	17.5004	17.4644	17.5711	17.1149	17.1287			4	4	0.00128249	0.998876	-0.000596523	-0.00385215
C1GALT1	16.3729	16.5628	16.4822	16.6204	16.3356	16.4371	16.362	16.566			4	4	0.522414	0.559947	0.0843778	1.13333
CREBZF	19.8328	20.0562	19.6824	20.1346	19.8665	20.06	19.6199	19.5812			4	4	0.420278	0.638931	0.144615	0.947542
TOMM22	20.7169	20.5407	20.3126	20.1265	20.4706	20.2196	20.2225	20.2564			4	4	0.408514	0.646801	0.131863	0.92557
MBIP	17.1113	17.1048	16.7458	17.1507	17.7605	17.1118	16.492	16.9396			4	4	0.0605928	0.944466	-0.0478101	-0.171092
LANCL2	17.287	17.6338	17.9722	17.6768	17.8316	17.5966	17.6668	17.8526			4	4	0.250864	0.777793	-0.0944686	-0.614863
KIF15	14.8267	15.4003	15.4505	15.34	15.675	15.897	15.6768	15.8807			4	4	1.81987	0.147068	-0.527995	-3.36476
TM7SF3	15.5749	15.9011	15.5202	15.558	15.2558	15.674	15.1186	14.0517			4	4	0.866709	0.373073	0.613526	1.72161
CTNNBIP1	17.4986	17.5938	17.5241	17.4943	17.4024	17.429	17.4943	17.5946			4	4	0.438439	0.624734	0.0476437	0.981203
FARSB	19.2342	19.1749	19.1305	19.2226	19.2683	19.2375	19.1778	19.199			4	4	0.430548	0.631736	-0.0301118	-0.966615
IARS2	20.0558	20.0222	20.0166	19.9096	19.9958	19.8638	19.9276	19.9468			4	4	0.802171	0.406334	0.0675201	1.61379
C1orf112	15.515	15.5741	15.6844	15.8265	16.3432	16.5969	15.8222	15.7528			4	4	1.16792	0.263225	-0.4788	-2.22283
FAM207A	17.4459	17.1549	17.1914	17.236	17.5791	17.3343	17.2407	17.4189			4	4	0.678631	0.473618	-0.136216	-1.40512
BRWD1	16.0751	15.2146	15.5616	15.1766	15.404	15.6213	15.3264	15.5165			4	2	0.065109	0.940744	0.0399103	0.183063
KLC4	17.6537	17.6543	17.5607	17.5544	17.6408	17.5944	17.4672	17.6277			4	4	0.188199	0.83518	0.0232606	0.479833
DIAPH3	17.0093	17.0647	17.0266	17.3956	17.0642	17.2462	17.0234	17.0074			4	4	0.137575	0.874509	0.0387564	0.363787
BMP2K	15.7971	15.9467	16.0502	16.03	15.7117	15.625	15.7244	15.776			4	4	2.03025	0.12709	0.246693	3.76648
ATG3	17.0732	17.2564	17.2617	16.8031	17.0337	16.8944	17.1877	17.2734			4	4	0.00317893	0.996844	0.00130129	0.00952776
SIRT3	16.1923	15.7929	16.1098	15.6788	16.4892	15.7202	15.8022	15.7993			4	4	0.0144033	0.987725	-0.00929427	-0.0426308
PDS5B	18.4482	18.555	18.4922	18.4382	18.5009	18.4529	18.4801	18.5388			4	4	0.112923	0.899054	-0.00979662	-0.304489
SMC4	18.3651	18.5508	18.4867	18.6564	18.3997	18.6681	18.4938	18.5106			4	4	0.0134017	0.988231	-0.00327635	-0.0397101
MAN2C1	14.8189	13.7333	14.4242	14.2834	15.1931	15.8229	15.6528	17.3644			4	4	1.75458	0.153204	-1.69334	-3.24409
SACM1L	18.0826	17.972	18.1631	18.0285	18.1077	17.9943	18.1509	18.0603			4	4	0.118645	0.89338	-0.0167918	-0.318434
OLA1	21.05	21.1318	21.1657	21.1391	21.0575	21.21	21.1399	21.1745			4	4	0.234232	0.793557	-0.0238185	-0.579825
CBLN4	21.2143	21.1634	21.4582	21.3881	20.9714	21.3445	21.2198	21.8778			4	4	0.0841341	0.922563	-0.0473361	-0.232492
ECHDC1	18.3054	18.6141	18.6214	18.4598	18.7062	18.6363	18.5372	18.6174			4	4	0.736924	0.435832	-0.124118	-1.50406
RBM12	18.695	18.6888	18.6774	18.7082	18.625	18.6999	18.6439	18.6921			4	4	0.674506	0.47623	0.0270634	1.39808
TBC1D22B	13.8338	14.5669	13.6234	14.2319	13.2133	13.9163	13.7364	13.5418			4	4	0.907657	0.356191	0.462072	1.78977
MDN1	19.4832	19.4327	19.507	19.4367	19.7197	19.5289	19.5915	19.3153			4	4	0.371863	0.672536	-0.0739436	-0.856204
GINM1	15.138	14.7635	14.9501	14.596	14.5611	14.2733	14.686	14.2489			4	3	1.41217	0.20701	0.419571	2.63671
ZCCHC3	17.691	17.8908	17.9615	18.066	18.737	18.6279	18.1319	17.9269			4	4	1.13122	0.277177	-0.453617	-2.16151
PDRG1	17.5398	16.8457	16.8516	17.031	17.6345	17.8033	17.5208	17.3455			4	4	1.43968	0.202682	-0.509001	-2.68416
DECR2	17.4071	17.0123	17.2143	17.1712	16.9592	17.0982	17.1803	17.1837			4	4	0.443636	0.622719	0.0958543	0.990782
ABHD10	17.5874	17.6819	17.6275	17.7002	17.7902	17.5716	17.7283	17.7977			4	4	0.585002	0.521723	-0.0727043	-1.24365
TCP11L1	16.857	16.7386	16.3578	17.1064	19.2526	17.2588	17.4198	16.4803			4	4	0.663834	0.480451	-0.837934	-1.37983
STAU2	16.7156	16.8178	16.7541	16.7899	16.6522	16.6672	16.5746	16.8341			4	4	0.723669	0.445819	0.0873013	1.48165
C19orf66	15.5135	15.0978	15.525	14.7095	15.3652	15.0199	15.4181	14.6723			4	4	0.133982	0.876572	0.0925231	0.355267
DDX28	16.1085	15.7937	16.1544	15.8223	15.6651	15.9325	16.0753	16.0466			4	4	0.111302	0.900185	0.0398481	0.300516
TMEM106B	16.3014	16.3842	16.4344	16.4636	16.1576	16.2273	16.2336	16.4186			4	4	1.07341	0.296244	0.136652	2.06519
BLOC1S4	15.8679	15.5612	15.5544	15.3564	15.457	15.6588	15.5309	15.8376			4	4	0.0983643	0.910372	-0.0361214	-0.268476
LIN7C	19.423	19.5532	19.413	19.4674	19.5529	19.4841	19.3537	19.3186			4	4	0.233917	0.793893	0.0368156	0.579157
AGPAT5	17.2126	17.7155	17.7684	17.7207	18.2338	18.3793	18.0079	17.893			4	4	1.65768	0.169531	-0.524196	-3.06812
TXLNG	17.0531	17.2897	17.2231	17.3459	16.987	17.1587	17.0831	17.2704			4	4	0.549989	0.544261	0.103173	1.18221
SPATS2L	17.5529	17.4471	17.4619	17.4895	17.4712	17.4639	17.4281	17.4111			4	4	0.802666	0.406082	0.0443101	1.61462
UFSP2	16.6742	17.0474	17.1213	16.7868	16.9351	17.1143	17.0656	16.7571			4	4	0.178148	0.842894	-0.060617	-0.457344
ABCF3	18.7559	18.9401	18.8953	18.991	18.868	18.9749	18.9297	18.9408			4	4	0.240763	0.786847	-0.0327711	-0.593647
FAM49B	20.0188	19.9813	20.0132	19.8244	20.0193	19.9108	20.0647	19.8602			4	4	0.022415	0.978791	-0.00432634	-0.065771
AP5S1	13.3728	14.0888	13.6641	13.9523	14.2935	14.1547	14.7448	13.9788			3	4	1.20926	0.253388	-0.523449	-2.29212
DDX19A	18.9122	18.9208	18.9497	19.0106	18.7982	18.9171	18.8212	18.9272			4	4	1.08038	0.293992	0.0824347	2.07679
TDP1	16.5705	16.4569	16.4858	16.3999	15.9829	16.2395	16.3945	16.6028			4	4	0.606112	0.510654	0.173346	1.28038
POT1	13.4564	13.5419	13.124	13.3085	13.6539	13.6532	13.7239	13.3868			4	4	1.08855	0.291372	-0.246748	-2.09038
TBC1D23	15.9831	15.7642	16.0767	15.9346	16.1277	15.7803	15.9985	16.2858			4	4	0.376561	0.668529	-0.108445	-0.865177
DCAF13	17.5184	17.6386	17.7369	17.6854	17.5795	17.8195	17.6946	17.721			4	4	0.37705	0.668216	-0.0588284	-0.866108
IMP3	18.438	18.1668	18.0691	17.8587	18.3248	18.0536	18.2195	18.1318			4	4	0.139707	0.872479	-0.0492897	-0.368823
NUDT15	16.3513	16.6593	16.677	16.7012	16.3418	16.4561	16.5008	16.6038			4	4	0.578281	0.525733	0.121563	1.2319
MRGBP	17.8147	17.795	17.6623	17.5838	17.6458	17.4005	17.7729	17.4549			4	4	0.689576	0.465531	0.145442	1.42377
EXOC1	16.4067	16.8183	16.6112	16.7475	16.715	16.9086	16.8097	16.7971			4	4	0.814647	0.398713	-0.161679	-1.63468
INTS9	15.0265	15.0098	15.0117	15.1763	15.7007	15.2968	15.1006	14.9526			4	4	0.581139	0.524487	-0.206624	-1.2369
NDFIP2	14.7835	14.9075	15.0824	14.6117	14.7698	14.862	15.1335	14.6405			4	4	0.0120596	0.990372	-0.00515819	-0.0357862
TMEM30A	16.5792	16.6533	16.6542	16.8913	16.5763	16.616	16.6363	16.7932			4	4	0.184414	0.838431	0.0390897	0.471393
UQCC1	17.9004	18.03	18.0238	17.831	18.8911	18.9518	18.3718	17.7328			4	4	0.963315	0.331678	-0.540592	-1.88226
SEPT11	18.7813	18.9342	18.8641	18.9367	18.7152	18.7583	18.7292	18.8141			4	4	1.57627	0.179784	0.124879	2.92294
TMEM184C	17.0427	16.9656	16.8855	16.7074	16.7975	16.9795	17.0115	17.2564			4	4	0.413844	0.642935	-0.110943	-0.935541
PARVA	18.1038	18.2013	18.0858	18.1012	18.3773	18.1552	18.2114	18.2911			4	4	1.31095	0.228591	-0.135731	-2.46374
PANK4	17.1194	16.967	16.9837	16.8459	17.1693	17.0734	17.0852	16.542			4	4	0.0256821	0.976567	0.0115604	0.0750963
FBXO28	14.3947	15.4625	15.2258	15.4402	15.0022	15.0801	15.1407	15.0461			4	4	0.0915144	0.916219	0.0635157	0.251255
EXD2	17.4052	17.1788	17.254	17.1943	17.1693	17.2378	17.298	17.3215			4	4	0.00761596	0.994397	0.00140476	0.022712
DNAJC11	18.2243	18.2062	18.2199	18.2432	18.1151	18.232	18.2251	18.2733			4	4	0.130469	0.880476	0.0120225	0.346898
INTS7	16.6	16.6131	16.5131	16.6536	16.6504	16.4057	16.396	16.4479			4	4	0.916623	0.350829	0.119953	1.80468
TMLHE	16.7063	16.2848	16.3785	16.406	16.8341	16.4839	16.7939	16.8008			4	4	1.22527	0.249643	-0.284317	-2.31901
FANCI	17.6588	17.793	17.7074	17.9512	18.0273	18.1206	17.8627	17.7007			4	4	0.636885	0.496269	-0.150223	-1.33357
ATAD3A	20.1415	20.1371	20.1124	20.1097	20.2489	20.0869	20.0608	20.0401			4	4	0.123964	0.885855	0.0159883	0.331297
ARL8B	18.269	18.2515	18.1967	18.0556	18.1042	18.1471	18.2102	17.911			4	4	0.583621	0.523233	0.10008	1.24124
PRMT7	10.8675	14.5069	13.7175	14.4879	15.6853	16.5894	15.7667	16.0443			4	3	1.59929	0.174221	-2.62646	-2.96376
ASUN	16.4645	16.2319	16.513	16.1593	16.3051	16.1852	16.2281	16.1882			4	4	0.600905	0.5122	0.115528	1.27134
GNL3L	16.5558	16.3273	15.9821	16.4009	16.1629	16.1688	15.6721	16.0627			4	4	0.900135	0.359758	0.299871	1.77726
DDX18	19.3354	19.3914	19.3562	19.5294	19.4733	19.4911	19.4831	19.5299			4	4	1.04011	0.30611	-0.0912318	-2.00981
ASF1B	17.4538	17.1415	16.3863	16.6121	17.6535	17.6043	16.9663	16.1631			4	4	0.182289	0.840138	-0.198355	-0.466639
FAIM	14.1268	15.1323	15.4618	15.3786	15.4906	16.6098	15.9084	15.5978			4	4	1.15738	0.266779	-0.876763	-2.2052
INTS10	15.9031	15.8808	15.919	15.8736	16.5605	16.1832	16.1987	15.6085			4	4	0.580846	0.524411	-0.243631	-1.23639
DNAAF2	14.1356	14.5243	14.4951	14.6459	14.1532	14.1881	14.1308	13.6699			4	4	1.34487	0.221552	0.414743	2.52144
MRPS18A	17.5524	17.913	18.008	17.9871	17.7123	18.2192	17.9325	18.2039			4	4	0.41768	0.640919	-0.151811	-0.9427
PNPO	16.7902	17.0154	17.0064	17.0508	16.871	16.9509	16.8819	17.1078			4	4	0.0561931	0.946874	0.0128384	0.159337
ARMC1	16.7502	16.7971	16.5878	16.9705	17.5716	17.4472	16.9794	16.8766			4	4	1.24307	0.246364	-0.442286	-2.34897
POLR3E	15.6099	15.423	15.5513	15.6271	15.8533	15.8595	15.5348	15.6266			4	4	0.892206	0.36317	-0.165699	-1.76407
SDAD1	17.6504	17.5977	17.5886	17.773	17.635	17.9856	17.6499	17.8687			4	4	0.666578	0.479393	-0.132323	-1.38453
MTPAP	17.5475	17.7195	17.5704	17.6813	17.5203	17.5226	17.7164	17.5471			4	4	0.364994	0.677846	0.0530381	0.843037
NLE1	17.2132	17.239	17.3591	17.2862	17.2222	17.36	17.2803	17.2846			4	4	0.107346	0.902324	-0.0124164	-0.290785
NECAP2	17.4975	17.3794	17.4218	17.4503	17.4846	17.4934	17.554	17.6338			4	4	1.30669	0.230355	-0.104224	-2.45651
POLR3B	15.8784	15.8446	15.8868	15.7453	15.8643	16.1942	15.8799	15.9201			4	4	0.733911	0.437806	-0.125857	-1.49897
RBM28	19.1628	19.2	19.127	19.1062	19.038	19.1302	19.1819	19.1817			4	4	0.155222	0.859814	0.0160775	0.405055
ANO10	18.5507	18.3312	18.243	18.155	18.3367	18.1697	18.1663	18.3144			4	4	0.321959	0.71072	0.0732093	0.759227
RBM22	16.9873	16.8906	17.0013	17.0689	16.8958	16.9159	16.8909	17.1979			4	4	0.050418	0.954444	0.0119362	0.143764
BSDC1	15.5474	15.844	15.4849	15.5388	15.0703	15.2673	15.3356	15.59			4	4	1.11792	0.282757	0.287972	2.13932
GPATCH2	13.8424	13.9763	14.6734	14.6234	14.8304	14.8567	14.4661	14.2976			4	4	0.620915	0.503254	-0.333843	-1.30602
WDR70	16.84	17.1173	17.0924	17.0335	16.9649	17.1317	17.018	17.0492			4	4	0.103213	0.906367	-0.0201478	-0.280557
TMEM51	16.0432	16.0264	15.9082	16.0569	15.5265	15.4632	16.0925	15.5897			4	4	1.21698	0.251194	0.340726	2.30509
MED9	15.929	15.4291	15.3499	15.4413	15.5172	15.0124	15.0663	15.1344			4	4	1.05261	0.302256	0.354751	2.03059
ARGLU1	17.5584	16.9315	17.4576	17.0649	18.3244	18.3383	17.5493	18.5747			4	4	1.89184	0.139795	-0.943583	-3.49989
SLTM	18.7028	18.7514	18.6879	18.7525	18.4441	18.6113	18.6874	18.6377			4	4	1.22764	0.249911	0.128507	2.32301
ZNHIT6	16.5505	16.0039	16.1946	15.552	16.2493	16.0183	16.1816	15.4373			4	4	0.141345	0.870629	0.103632	0.372682
CCDC109B	15.3148	14.9791	14.9205	15.1111	15.4375	15.1172	15.0233	15.6278			4	4	0.635455	0.497036	-0.220093	-1.33111
PIH1D1	17.1273	17.2683	17.2344	17.4579	17.103	17.1836	17.1995	17.3959			4	4	0.222544	0.802412	0.0514798	0.554874
RMND1	15.5828	15.6625	15.7071	15.5828	15.691	15.793	15.5732	15.5898			4	4	0.183684	0.838374	-0.0279634	-0.469761
PAK1IP1	17.5857	17.781	17.6952	17.8971	17.8451	17.977	17.8137	17.9013			4	4	0.989401	0.323932	-0.144495	-1.92558
HIF1AN	17.0715	17.0978	17.1074	17.1056	16.9416	17.0377	17.2166	17.4074			4	4	0.213801	0.810856	-0.0552573	-0.536023
OXSM	16.3158	15.7591	16.215	15.9213	16.0915	16.1736	16.3054	16.3235			4	4	0.570408	0.53017	-0.170696	-1.21812
GID8	16.7432	17.0669	17.0017	17.2497	17.7073	17.7353	17.5283	17.4376			4	4	2.444	0.114159	-0.586755	-4.62474
MRPL22	18.0093	17.9255	17.9837	18.0743	17.9009	17.9936	18.0812	18.0954			4	4	0.135528	0.875564	-0.0195785	-0.358939
C1orf123	19.0599	18.7375	18.9892	18.9	18.959	18.9293	18.9033	18.9232			4	4	0.0343645	0.967803	-0.00702095	-0.0995789
BABAM1	16.2329	16.3905	16.5792	16.6206	17.6878	16.9434	16.8816	17.171			4	4	1.89559	0.138606	-0.715153	-3.507
CLN6	16.7103	16.5797	16.7931	16.724	16.6923	16.8098	16.802	16.7555			4	4	0.566908	0.530614	-0.0631385	-1.21198
ASB6	15.4931	15.2868	14.923	15.5125	16.093	16.0894	15.4406	14.5895			4	4	0.269563	0.75915	-0.249248	-0.653641
THG1L	16.294	16.5435	16.6459	16.466	16.4399	16.8758	16.1619	16.505			4	4	0.0171846	0.984074	-0.00834751	-0.0507087
