#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PD_2h.txt#:type=:list
#Associated Gene Name	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PD_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPD_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PD_2h_DMSO_2h	N: Student's T-test q-value PD_2h_DMSO_2h	N: Student's T-test Difference PD_2h_DMSO_2h	N: Student's T-test Test statistic PD_2h_DMSO_2h
FAM49B	19.9002	19.828	19.9376	19.9834	20.0193	19.9108	20.0647	19.8602			4	4	0.392034	0.926639	-0.0514917	-0.894556
AP5S1	14.878	14.6661	14.4174	14.4191	14.2935	14.1547	14.7448	13.9788			4	4	0.750899	0.779583	0.3022	1.52764
DDX19A	18.9642	18.9676	18.9628	19.0591	18.7982	18.9171	18.8212	18.9272			4	4	1.63553	0.460449	0.122512	3.02839
TDP1	16.3338	16.4134	16.183	16.456	15.9829	16.2395	16.3945	16.6028			4	4	0.106819	0.988264	0.0416274	0.289485
POT1	12.7937	13.5565	13.45	13.0831	13.6539	13.6532	13.7239	13.3868			4	4	1.04581	0.65103	-0.383608	-2.01928
TBC1D23	16.3173	15.8713	15.9935	16.1475	16.1277	15.7803	15.9985	16.2858			4	4	0.0863504	0.990368	0.0342996	0.238149
DCAF13	17.7334	17.6896	17.5793	17.6193	17.5795	17.8195	17.6946	17.721			4	4	0.342988	0.93405	-0.0482345	-0.800477
IMP3	18.5538	18.2915	18.1894	18.115	18.3248	18.0536	18.2195	18.1318			4	4	0.413814	0.926944	0.104984	0.935486
NUDT15	17.0109	16.6763	16.3578	16.596	16.3418	16.4561	16.5008	16.6038			4	4	0.599233	0.852004	0.184598	1.26844
MRGBP	17.5003	17.6255	17.5568	17.8179	17.6458	17.4005	17.7729	17.4549			4	4	0.203142	0.966993	0.0566244	0.512813
EXOC1	16.5719	16.7722	17.0992	16.6818	16.715	16.9086	16.8097	16.7971			4	4	0.0788393	0.990869	-0.026341	-0.218893
INTS9	15.7643	15.1076	15.2193	14.8962	15.7007	15.2968	15.1006	14.9526			4	4	0.0219322	0.99534	-0.0158401	-0.0643876
NDFIP2	14.4763	14.3795	14.3893	14.5443	14.7698	14.862	15.1335	14.6405			3	4	1.95775	0.413547	-0.404102	-3.6257
TMEM30A	16.9315	16.643	16.6854	16.6793	16.5763	16.616	16.6363	16.7932			4	4	0.434163	0.920408	0.0793719	0.973305
UQCC1	17.7152	18.4345	18.3388	18.4063	18.8911	18.9518	18.3718	17.7328			4	4	0.340848	0.931546	-0.263201	-0.796307
SEPT11	18.8786	18.8178	18.7178	18.7965	18.7152	18.7583	18.7292	18.8141			4	4	0.57065	0.866549	0.0484819	1.21854
TMEM184C	15.5991	16.8983	16.8485	16.7217	16.7975	16.9795	17.0115	17.2564			4	4	0.75452	0.780336	-0.494338	-1.53375
PARVA	18.3014	18.1982	18.2121	18.06	18.3773	18.1552	18.2114	18.2911			4	4	0.420329	0.9256	-0.0658231	-0.947637
PANK4	16.9003	16.9889	16.887	17.0546	17.1693	17.0734	17.0852	16.542			4	4	0.0223282	0.994781	-0.00974512	-0.0655224
FBXO28	14.444	15.348	15.1044	15.2451	15.0022	15.0801	15.1407	15.0461			4	4	0.0547123	0.987704	-0.0319173	-0.15536
EXD2	17.358	17.1397	17.1195	17.1978	17.1693	17.2378	17.298	17.3215			4	4	0.357771	0.932765	-0.0529432	-0.829133
DNAJC11	18.1698	18.2922	18.2644	18.1808	18.1151	18.232	18.2251	18.2733			4	4	0.127434	0.985953	0.0154305	0.339637
INTS7	16.4243	16.4836	16.4135	16.413	16.6504	16.4057	16.396	16.4479			4	4	0.277063	0.949559	-0.0413985	-0.669021
TMLHE	15.9933	16.4605	16.6483	16.517	16.8341	16.4839	16.7939	16.8008			4	4	1.01356	0.662036	-0.323413	-1.9657
FANCI	17.6492	17.9761	17.7243	18.004	18.0273	18.1206	17.8627	17.7007			4	4	0.290345	0.948026	-0.0894237	-0.696034
ATAD3A	20.2026	20.1131	20.0806	20.1372	20.2489	20.0869	20.0608	20.0401			4	4	0.173387	0.973365	0.0241704	0.4466
ARL8B	18.0511	18.3678	18.2388	18.1602	18.1042	18.1471	18.2102	17.911			4	4	0.560136	0.865836	0.11133	1.20008
ASUN	16.6753	16.3398	16.3947	16.2448	16.3051	16.1852	16.2281	16.1882			4	4	0.994513	0.665475	0.186992	1.93407
GNL3L	16.1064	16.3814	15.7426	16.2585	16.1629	16.1688	15.6721	16.0627			4	4	0.235104	0.966329	0.105595	0.581675
DDX18	19.4287	19.5401	19.5391	19.6301	19.4733	19.4911	19.4831	19.5299			4	4	0.412792	0.924826	0.0401783	0.933576
ASF1B	14.882	18.0308	17.7127	17.3899	17.6535	17.6043	16.9663	16.1631			4	4	0.0403709	0.991973	-0.0929234	-0.11627
FAIM	15.6393	15.5528	15.3395	15.6199	15.4906	16.6098	15.9084	15.5978			4	4	0.670966	0.813909	-0.363751	-1.39203
INTS10	14.1108	15.9582	16.2267	16.1345	16.5605	16.1832	16.1987	15.6085			4	4	0.43955	0.921677	-0.530177	-0.983253
DNAAF2	13.4381	14.4211	14.1606	14.4418	14.1532	14.1881	14.1308	13.6699			4	4	0.111883	0.988326	0.0799201	0.301941
MRPS18A	18.1766	17.8717	18.3353	18.0067	17.7123	18.2192	17.9325	18.2039			4	4	0.202565	0.966997	0.0805984	0.511549
PNPO	16.2151	16.9203	16.845	17.0669	16.871	16.9509	16.8819	17.1078			4	4	0.435664	0.921359	-0.19105	-0.976079
ARMC1	16.3694	16.5478	16.7586	16.6204	17.5716	17.4472	16.9794	16.8766			4	4	1.84194	0.410504	-0.644637	-3.40596
POLR3E	15.1893	15.4906	15.5912	15.5523	15.8533	15.8595	15.5348	15.6266			4	4	1.12077	0.638616	-0.262702	-2.14407
SDAD1	17.8285	17.7314	17.66	17.7426	17.635	17.9856	17.6499	17.8687			4	4	0.187398	0.967565	-0.0441399	-0.478049
MTPAP	16.9545	17.7554	17.6988	17.5649	17.5203	17.5226	17.7164	17.5471			4	4	0.169639	0.974807	-0.0832076	-0.438101
NLE1	16.9674	17.2024	17.3136	17.28	17.2222	17.36	17.2803	17.2846			4	4	0.535042	0.87781	-0.0959082	-1.15577
NECAP2	17.3021	17.4149	17.5118	17.5202	17.4846	17.4934	17.554	17.6338			4	4	0.850087	0.727145	-0.104218	-1.69389
POLR3B	15.9394	15.8333	15.9185	15.828	15.8643	16.1942	15.8799	15.9201			4	4	0.463675	0.905773	-0.0848501	-1.0275
RBM28	19.1272	19.0882	18.9837	19.0632	19.038	19.1302	19.1819	19.1817			4	4	0.723509	0.78687	-0.0673614	-1.48138
ANO10	17.5426	18.5383	18.3685	18.223	18.3367	18.1697	18.1663	18.3144			4	4	0.133006	0.983715	-0.0786934	-0.352946
RBM22	17.0356	16.9795	16.8801	17.0598	16.8958	16.9159	16.8909	17.1979			4	4	0.0570516	0.989	0.0136552	0.161638
BSDC1	15.482	15.6191	15.4188	15.4588	15.0703	15.2673	15.3356	15.59			3	4	0.761075	0.776221	0.178872	1.54479
GPATCH2	14.8955	14.4052	14.516	14.0586	14.8304	14.8567	14.4661	14.2976			3	4	0.268822	0.954523	-0.143897	-0.652116
WDR70	17.0512	16.8929	17.0734	17.0575	16.9649	17.1317	17.018	17.0492			4	4	0.155463	0.979085	-0.0222106	-0.405611
TMEM51	15.9892	15.718	15.8621	15.7148	15.5265	15.4632	16.0925	15.5897			4	4	0.431208	0.921998	0.153064	0.967837
MED9	15.7612	15.3908	15.0473	15.5083	15.5172	15.0124	15.0663	15.1344			4	4	0.62031	0.83868	0.244312	1.30497
ARGLU1	18.0745	17.1908	17.2544	17.1545	18.3244	18.3383	17.5493	18.5747			3	4	1.3231	0.559238	-0.778139	-2.48438
SLTM	18.669	18.6135	18.6404	18.5832	18.4441	18.6113	18.6874	18.6377			4	4	0.225818	0.9676	0.0313869	0.561891
ZNHIT6	14.8041	15.983	16.1655	16.1524	16.2493	16.0183	16.1816	15.4373			4	4	0.206766	0.96753	-0.195401	-0.520732
CCDC109B	15.6229	15.3599	15.3994	15.2685	15.4375	15.1172	15.0233	15.6278			4	4	0.291418	0.94744	0.111183	0.698203
PIH1D1	17.3985	17.288	17.1958	17.3705	17.103	17.1836	17.1995	17.3959			4	4	0.561396	0.868283	0.0927019	1.2023
RMND1	16.7467	15.8298	15.4796	15.5964	15.691	15.793	15.5732	15.5898			4	4	0.374725	0.929371	0.251371	0.861673
PAK1IP1	17.9017	17.7744	17.8184	17.855	17.8451	17.977	17.8137	17.9013			4	4	0.472415	0.90357	-0.046844	-1.0434
HIF1AN	17.0972	17.1667	17.0864	17.1627	16.9416	17.0377	17.2166	17.4074			4	4	0.0773545	0.992292	-0.0225625	-0.215058
OXSM	15.7457	16.0009	16.2344	16.1236	16.0915	16.1736	16.3054	16.3235			4	4	0.83228	0.738185	-0.197363	-1.66416
GID8	17.2319	17.1566	17.2698	17.3136	17.7073	17.7353	17.5283	17.4376			4	4	2.41196	0.3735	-0.359125	-4.55461
MRPL22	17.924	17.9477	18.0579	18.0354	17.9009	17.9936	18.0812	18.0954			4	4	0.187165	0.967476	-0.026557	-0.477531
C1orf123	18.774	18.9083	19.042	19.0639	18.959	18.9293	18.9033	18.9232			4	4	0.0987961	0.986847	0.018364	0.269555
BABAM1	16.7361	16.7849	17.188	16.6225	17.6878	16.9434	16.8816	17.171			4	4	0.753238	0.780012	-0.338071	-1.53159
CLN6	17.0995	16.8959	16.7258	16.775	16.6923	16.8098	16.802	16.7555			4	4	0.587184	0.857904	0.109154	1.24746
ASB6	14.3653	15.401	15.5114	15.8839	16.093	16.0894	15.4406	14.5895			4	4	0.217895	0.968429	-0.262697	-0.54487
THG1L	16.4079	16.1063	16.4784	16.1425	16.4399	16.8758	16.1619	16.505			4	4	0.569794	0.866944	-0.211906	-1.21704
C4orf27	15.0204	15.7619	15.9402	15.6809	15.7162	15.8628	15.6821	15.2792			4	4	0.050786	0.989137	-0.0342484	-0.144762
UCKL1	15.6056	16.1356	15.9289	15.8973	15.8475	15.7356	15.5917	15.4387			4	4	0.851846	0.724207	0.238481	1.69683
TMEM160	16.7854	16.5328	16.8854	16.9501	17.5132	17.0468	17.051	16.8747			4	4	1.04689	0.650961	-0.332997	-2.02109
COMMD8	15.7652	16.043	16.1445	15.9212	16.0418	15.852	15.9512	16.0933			4	4	0.058443	0.989671	-0.0161088	-0.16536
NDUFB11	18.5468	18.4761	18.3125	18.5007	18.4439	18.5733	18.614	18.3535			4	4	0.185017	0.968571	-0.0371513	-0.472741
MRPL16	17.698	17.4985	17.5182	17.4016	17.326	17.3708	17.4731	17.5169			4	4	0.683297	0.804362	0.107382	1.41308
NHP2	17.386	17.4823	17.8416	17.6385	17.4991	17.6293	17.4211	17.6017			4	4	0.17333	0.973264	0.0493159	0.446471
OCIAD1	18.6584	18.7856	18.8305	18.7709	18.6309	18.7469	18.7651	18.6861			4	4	0.523152	0.881207	0.0540791	1.13464
ADPRHL2	17.7691	17.892	17.7988	17.7817	17.8837	17.8806	17.8994	17.926			4	4	1.57719	0.480854	-0.087038	-2.92457
MARCH5	16.5419	16.6903	16.7023	16.6976	16.5121	16.5289	16.6689	16.4735			4	4	1.00227	0.661659	0.112191	1.94695
HYPK	19.4932	19.7262	19.8467	19.9363	20.0267	20.1732	19.8082	19.529			4	4	0.336029	0.932721	-0.133692	-0.786891
RAB20	17.2813	17.3539	17.541	17.5264	17.3412	17.3476	17.5497	17.4291			4	4	0.0376755	0.99212	0.0087595	0.108804
LYAR	16.9421	16.9339	17.0082	16.8884	16.736	16.8566	16.8283	16.9825			4	4	0.813409	0.748389	0.0923362	1.63261
IMPAD1	18.374	18.4439	18.4109	18.4262	18.6255	18.5187	18.4511	18.3534			4	4	0.583885	0.861828	-0.073432	-1.2417
CHCHD3	18.7245	18.7611	18.8326	18.716	18.7689	18.8285	18.8955	18.9024			4	4	1.15101	0.628367	-0.0903034	-2.19455
MED29	17.5059	16.4006	16.1942	16.2713	16.4325	16.2469	16.4672	16.5729			4	4	0.205671	0.965964	0.163109	0.518342
DUS2	16.2375	16.2254	16.301	16.5249	16.2317	16.1634	16.2428	16.4408			4	4	0.23097	0.966677	0.0525188	0.57289
CMTM6	17.5067	17.7461	17.5829	17.921	17.4786	17.7427	17.6889	17.6654			4	4	0.160624	0.978146	0.0452766	0.417505
TMEM260	13.4828	14.3882	13.7779	13.2598	14.6804	14.8977	13.9793	13.7397			4	4	0.804745	0.75422	-0.597104	-1.61811
SIRT5	16.829	16.6997	16.7992	16.797	16.6865	16.4681	16.8922	16.8921			4	4	0.171493	0.974394	0.0464692	0.442311
GFOD1	15.2585	14.8769	14.6105	14.6474	14.3791	14.5985	14.8366	14.7074			4	4	0.575511	0.861745	0.217939	1.22706
MIOS	15.8029	15.9811	16.3367	16.0546	15.9474	15.7328	15.935	16.034			4	4	0.463669	0.90539	0.131532	1.02748
SMPD4	17.7498	17.8681	17.8619	17.9172	17.8467	17.7152	17.7711	17.658			4	4	0.970038	0.676662	0.101496	1.89342
CWC25	15.7427	15.4974	15.3327	15.5328	15.4615	15.4605	15.5355	15.3379			4	4	0.357009	0.931439	0.0775323	0.827664
TEX10	17.096	17.3818	17.4255	17.3768	17.4294	17.3316	17.3729	17.3772			4	4	0.311915	0.943716	-0.0577364	-0.73931
THUMPD1	18.9147	18.6413	18.5763	18.5906	18.7725	18.5856	18.6678	18.6271			4	4	0.0703573	0.992645	0.0174799	0.196857
P4HTM	15.7662	15.8177	15.9165	15.914	14.1216	15.3155	15.6295	15.9193			4	3	0.753167	0.779488	0.60713	1.53147
TOR4A	17.5091	17.4362	17.4138	17.4539	17.2786	17.2731	17.3773	17.3463			4	4	2.2006	0.378909	0.134423	4.10795
TRMT1	16.903	16.7255	16.6893	16.8775	16.75	16.803	16.7953	16.4269			4	4	0.451471	0.913743	0.105046	1.00518
GDAP2	16.8446	16.2942	16.292	16.144	16.5584	16.1427	16.1341	15.8091			4	4	0.486297	0.895211	0.232623	1.06855
NDE1	16.9871	16.9489	16.6855	16.8082	16.9605	16.8747	16.6516	16.7315			4	4	0.215507	0.967816	0.0528703	0.539715
BRE	16.4777	16.8465	17.0971	16.825	16.7937	16.7414	16.9235	16.8737			4	4	0.0567381	0.989294	-0.0214829	-0.160798
QPCTL	17.4231	16.4704	16.4483	16.4714	17.1174	16.594	16.7336	16.8054			4	4	0.158917	0.978994	-0.109295	-0.413579
KCTD5	16.091	15.8532	15.4453	16.0984	15.813	15.7539	15.5747	15.5407			4	4	0.563198	0.869323	0.201389	1.20547
CDKN2AIP	16.5496	16.1087	16.1042	16.2239	16.0768	16.0975	16.1391	16.1704			4	4	0.546767	0.873314	0.125645	1.17652
DNAJB12	16.2613	16.2025	16.0028	16.4434	15.9521	16.2119	16.2055	16.3938			4	4	0.105179	0.9891	0.0366395	0.28543
NSMCE4A	16.7792	16.5836	16.617	16.812	17.3546	17.0028	16.9891	17.0559			4	4	2.09881	0.37894	-0.40263	-3.90204
GAR1	18.9296	19.2195	19.3893	19.3046	19.2014	19.1642	19.1664	19.184			4	4	0.118026	0.986956	0.0317917	0.316931
SLC39A1	16.2117	16.2948	15.7999	16.074	16.1262	16.1848	15.8343	14.7871			4	4	0.480445	0.899472	0.361991	1.05797
PPP4R2	17.6377	17.8299	17.7174	17.7874	17.4621	17.6486	17.589	17.7694			4	4	0.820345	0.746515	0.125804	1.64421
DPP3	19.5053	19.5123	19.5567	19.5815	19.6608	19.8262	19.5828	19.5613			4	4	0.969811	0.676253	-0.118797	-1.89305
AATF	17.3211	17.7948	17.9537	17.944	17.9489	17.8534	17.8758	17.6176			4	4	0.164915	0.978229	-0.0705204	-0.427335
DDX56	19.2446	19.1892	19.1342	19.128	19.0249	19.0969	19.0186	19.03			4	4	2.15066	0.366632	0.1314	4.00622
B3GNT2	16.5855	16.2654	16.309	16.3328	16.3754	16.5608	16.4597	16.1943			4	4	0.0832081	0.990271	-0.0243883	-0.230122
TERF2IP	14.5124	14.6168	14.2799	14.3735	14.5967	14.4817	14.3289	14.123			4	4	0.196403	0.96823	0.0630505	0.498004
BCLAF1	19.2191	19.1613	19.2014	19.1375	18.9479	19.0214	19.1535	19.3765			4	4	0.231414	0.966679	0.0550218	0.573834
UTP6	17.2749	17.2492	17.3732	17.2531	17.1068	17.2907	17.2888	17.4166			4	4	0.0599238	0.991175	0.0118642	0.16931
COA4	17.6662	17.4541	17.1508	17.3844	17.2374	16.7975	16.9267	16.914			4	4	1.69533	0.444314	0.444979	3.13608
TAB2	14.941	15.141	14.8548	14.8791	15.2001	15.0315	15.663	15.1343			4	4	1.01563	0.660518	-0.303246	-1.96914
MRPL39	17.8164	17.9488	17.8427	17.9589	17.8939	17.7605	17.967	17.8718			4	4	0.122392	0.986843	0.0183811	0.327506
MLTK	17.0911	16.7286	16.8657	16.6034	16.9693	16.8189	16.6562	16.8886			4	4	0.0307175	0.994033	-0.0110626	-0.0893473
TMOD3	19.7438	19.8063	19.7928	19.8576	19.7311	19.7602	19.7269	19.8448			4	4	0.424013	0.924283	0.034389	0.954489
BET1L	16.346	15.7295	15.6338	15.3298	16.6097	15.485	15.1921	16.4879			4	4	0.172123	0.974258	-0.183868	-0.443737
DONSON	14.3799	14.3583	14.6965	15.2185	16.6608	16.1043	15.0781	14.976			4	4	1.20853	0.605842	-1.04148	-2.29089
NKIRAS2	16.1248	16.7091	16.7184	16.5549	16.2976	16.3316	16.3741	16.3373			4	4	0.657445	0.819519	0.191682	1.36889
PLEK2	16.8172	16.6985	16.5902	16.5887	16.4652	16.696	16.7224	16.7538			4	4	0.0592224	0.990112	0.014287	0.16744
UGGT2	18.0427	17.6283	17.7009	17.6399	18.0984	17.8914	17.7086	17.884			4	4	0.520501	0.883486	-0.142639	-1.12992
UGGT1	19.3374	19.2186	19.3302	19.202	19.4303	19.3216	19.2942	19.3252			4	4	0.743307	0.781588	-0.0707664	-1.51484
CDK12	16.8021	16.6486	16.5509	16.6798	17.0195	16.789	16.9583	16.4914			4	4	0.51345	0.88527	-0.144218	-1.11734
RRN3	15.7178	15.6521	15.1311	15.9427	15.7423	15.7554	15.3003	15.3461			4	4	0.133624	0.98368	0.0748808	0.354417
FASTKD2	15.9316	16.5937	16.6425	16.5978	16.2973	16.5484	16.2976	16.2695			4	4	0.189852	0.966923	0.0882077	0.483506
TVP23B	14.7613	15.1666	14.9141	14.8793	15.1526	15.4059	15.132	14.9118			3	4	0.833222	0.737003	-0.220274	-1.66574
GTSE1	14.3166	14.159	13.9345	14.2977	14.0852	14.0732	14.0358	14.03			4	4	0.649921	0.827227	0.120909	1.35598
TECR	20.4672	20.0173	19.9122	20.0125	20.2239	20.1367	20.1556	20.222			4	4	0.269024	0.954289	-0.0822539	-0.652532
ERAP1	20.2418	20.287	20.4317	20.1627	20.594	20.2178	20.2347	20.2246			4	4	0.128461	0.985511	-0.036973	-0.342097
UBAP1	17.565	16.9505	16.7293	16.7394	17.2388	16.9551	17.1217	17.2839			4	4	0.309106	0.943737	-0.153811	-0.733712
ACTR10	16.5369	17.0613	17.267	17.1307	17.5964	17.2947	17.068	17.0741			4	4	0.606018	0.850456	-0.259331	-1.28022
USE1	15.5501	16.0506	15.9879	16.3029	16.3621	16.0804	16.0811	16.2045			4	4	0.576729	0.862583	-0.209135	-1.22919
CISD1	15.7068	15.9282	15.8465	16.0557	15.7048	15.8057	15.7343	16.2254			4	4	0.0411686	0.991784	0.0167663	0.118472
GGA3	17.6179	17.2656	17.3936	17.1662	17.3755	17.2872	17.3068	17.205			4	4	0.267001	0.956037	0.0672021	0.648364
C9orf78	15.7489	15.7236	16.1102	16.2122	15.795	16.0855	16.0624	16.3549			4	4	0.313987	0.94231	-0.125704	-0.743429
FAM120A	18.4898	18.607	18.5943	18.5491	18.4306	18.4314	18.5035	18.4762			4	4	1.68366	0.440162	0.0996103	3.11496
SMARCAL1	15.1425	15.6424	16.0463	15.7123	16.5944	16.7321	16.5411	15.7684			4	4	1.44852	0.503235	-0.773119	-2.69944
GLTP	17.243	17.3751	17.3604	17.3638	17.403	17.1919	17.476	17.1062			4	4	0.173896	0.972702	0.0413294	0.447751
SPG21	16.1749	16.2801	16.2479	16.233	16.327	16.195	16.145	16.2132			4	4	0.117343	0.986988	0.0139661	0.315272
MRPL35	17.1122	16.9093	16.8376	17.0046	16.8765	16.7909	17.0901	16.36			4	4	0.522929	0.881273	0.18654	1.13425
UBP1	16.0389	15.4628	15.1599	14.7999	16.9288	16.4023	15.3322	15.5038			4	4	0.717767	0.790792	-0.67637	-1.47165
SACS	13.8479	13.7909	13.9754	13.8021	14.8357	15.3249	13.8078	12.9496			3	4	0.294693	0.946166	-0.37543	-0.704814
MTCH1	18.7529	18.8473	18.7768	18.6342	18.7905	18.7372	18.6321	18.8004			4	4	0.0782195	0.991613	0.0127673	0.217293
NUDT4	19.3361	18.9605	18.9906	19.0195	19.0746	19.2089	19.2265	19.4003			4	4	0.659463	0.816636	-0.150892	-1.37235
HSPBP1	19.5085	19.7104	19.7621	19.7945	19.7248	19.725	19.6919	19.5001			4	4	0.152512	0.979721	0.0334477	0.398777
MAT2B	18.2852	18.19	18.2737	18.1997	18.0497	18.168	18.1587	18.2646			4	4	0.750389	0.780091	0.0768843	1.52678
MYOF	21.2595	21.3227	21.3451	21.1992	21.2981	21.2843	21.3223	21.3805			4	4	0.455562	0.909974	-0.0396619	-1.01267
ITSN2	14.2818	14.7027	15.1001	14.9057	15.0798	14.8362	14.9801	15.0001			4	4	0.583986	0.86214	-0.226498	-1.24187
GLTSCR1	14.2236	14.9132	14.8668	15.0744	14.6656	14.6489	14.9974	14.9562			3	4	0.0820956	0.990739	-0.047502	-0.22727
GLTSCR2	17.9898	17.7419	17.5593	17.918	17.7836	17.8647	17.7201	17.639			4	4	0.183223	0.970537	0.0504003	0.468729
EHD3	19.0889	18.975	19.0084	19.0541	19.0183	19.0357	19.0635	19.1195			4	4	0.357031	0.931684	-0.0276661	-0.827706
EHD2	17.1026	16.9306	16.9285	16.9783	17.2199	17.1249	16.9481	16.8183			4	4	0.167808	0.975616	-0.0427804	-0.433936
ARHGEF12	14.3469	14.3176	14.1944	14.2728	14.1579	13.5942	13.9341	13.764			4	4	1.81991	0.411238	0.420388	3.36484
CNOT2	17.527	17.6767	17.502	17.5677	17.5068	17.4315	17.5191	17.5819			4	4	0.55146	0.869627	0.0585222	1.18481
NCKIPSD	16.5942	16.7007	16.6627	16.5312	16.7311	16.5989	16.5836	16.394			4	4	0.231668	0.967091	0.0452967	0.574376
OGFR	18.8506	18.9236	19	18.9556	19.0429	18.7599	18.8819	18.7159			4	4	0.4668	0.904576	0.0823379	1.03319
FLRT3	16.156	16.4893	16.1257	16.2817	16.0378	16.165	16.3936	16.5789			4	4	0.0754665	0.992871	-0.0306492	-0.210168
CHMP5	18.2892	18.0295	18.0838	18.178	18.2056	18.1605	18.1319	18.6013			4	4	0.474886	0.902264	-0.129696	-1.04789
COMMD9	12.788	15.6596	15.9313	15.8889	16.2424	16.0566	15.9711	15.5656			4	4	0.532107	0.878163	-0.891994	-1.15056
CNIH4	19.7428	19.7486	19.5884	20.0262	19.82	19.7464	19.97	19.5635			4	4	0.00416089	0.999181	0.00154781	0.0124569
CWC15	17.8539	16.8224	16.6789	16.966	17.2098	17.2601	17.2982	17.7506			4	4	0.46159	0.906939	-0.299405	-1.02369
MRPL15	17.7194	18.2998	18.3911	18.3479	18.2176	18.3467	18.335	18.2737			4	4	0.265551	0.957799	-0.103661	-0.645373
THYN1	18.7278	18.2967	18.2245	18.1964	18.4531	18.4272	18.2084	18.3374			4	4	0.0119843	0.998237	0.00482702	0.0355657
CRIPT	18.0882	17.2417	17.2087	17.0762	17.6404	17.2453	17.5385	17.341			4	4	0.0533185	0.98787	-0.0375867	-0.151606
CCDC59	14.6695	15.7723	16.2428	15.0578	16.1329	16.711	16.0264	16.4957			4	4	1.23809	0.594109	-0.905923	-2.34058
NDUFAF4	17.4153	17.2404	17.3471	17.3495	17.3945	17.3469	17.2919	17.3782			4	4	0.130474	0.985643	-0.0148029	-0.346912
PTPLAD1	18.9483	19.6203	19.8034	19.5905	19.4832	19.6277	19.7502	19.6057			4	4	0.266713	0.956089	-0.126078	-0.64777
MED11	14.8015	15.1212	14.8869	15.1152	14.6868	14.6622	14.8864	14.9394			4	4	0.885508	0.717263	0.187505	1.75292
EMC3	18.5217	18.6749	18.6937	18.6789	18.4751	18.6985	18.6094	18.5351			4	4	0.447449	0.915773	0.0627823	0.997794
NDUFA13	18.1096	18.2246	18.4754	18.2537	18.2098	18.2969	18.2513	18.2552			4	4	0.056228	0.98864	0.012516	0.15943
PDP1	15.7304	15.5313	15.2896	15.4069	15.9198	15.2246	15.2045	14.9831			4	4	0.291942	0.948162	0.156559	0.699262
KCMF1	14.5929	14.9192	14.6244	14.6564	14.7323	14.7558	14.4632	14.8829			4	4	0.0306945	0.993911	-0.0103254	-0.0892825
RAI14	15.5397	16.1665	15.9577	15.9993	15.4846	15.6515	15.9582	15.8933			4	4	0.437344	0.919812	0.1689	0.979182
VAPA	20.0341	19.2184	19.0075	19.2827	19.6265	19.5861	19.5213	19.7863			4	4	0.480425	0.899101	-0.24436	-1.05793
MRPL27	16.9502	16.7874	16.7302	16.6755	16.7038	16.6527	16.5054	16.8279			4	4	0.59955	0.852306	0.113341	1.26899
TBC1D7	14.8079	14.3085	14.7238	14.4489	14.361	14.9162	14.6135	14.5778			3	4	0.100855	0.987816	-0.0448475	-0.274692
RNF181	17.0504	16.8397	17.5195	16.8926	17.2659	17.5724	17.6042	17.0376			4	4	0.697271	0.799206	-0.294464	-1.43687
GSKIP	17.2407	16.799	16.7436	16.588	16.6761	16.8536	16.7944	17.1426			4	4	0.0487017	0.9907	-0.0238528	-0.139104
TMEM14C	17.5587	16.487	16.3109	16.3235	18.7083	17.4693	16.7098	16.4851			4	4	0.533493	0.878328	-0.673089	-1.15302
TMEM9	16.7862	16.5401	16.6093	16.7087	16.2751	16.4059	16.8866	17.0781			4	4	0.000603318	1	-0.000360489	-0.00181357
TOMM7	17.0425	10.6252	15.3427	13.396	11.5502	13.1595	13.6842	17.1236			3	4	0.0427487	0.992296	0.222214	0.122825
CXXC1	14.2078	14.1449	14.0888	14.2381	13.5342	13.598	14.1102	14.2219			3	4	0.855948	0.723154	0.303793	1.70367
SH3BP4	17.5657	17.2569	17.1489	17.2768	17.4003	17.3035	17.172	17.1818			4	4	0.177959	0.972222	0.0476642	0.456918
SEPT10	18.023	18.0141	18.084	17.9369	18.1355	18.1475	18.0301	18.1687			4	4	1.30465	0.566402	-0.105951	-2.45305
GMIP	14.5019	14.3041	14.1327	13.8095	14.8089	14.5166	13.9469	13.6146			4	4	0.0391614	0.992228	-0.0347168	-0.112925
ABRACL	19.5902	20.532	20.6661	20.5578	20.9427	20.8351	20.8435	20.3401			4	4	0.686089	0.804107	-0.403842	-1.41783
CAMSAP3	15.9548	15.4485	15.5703	15.5489	15.5658	15.4996	15.5754	15.6165			4	4	0.235438	0.966076	0.0663142	0.582385
PHRF1	16.427	15.8916	15.8031	16.0416	15.7141	15.6946	15.7889	15.7657			4	4	1.12406	0.634914	0.299961	2.14956
CALCOCO1	15.7169	15.635	15.6309	15.5795	15.7046	15.8085	15.9036	16.0378			4	4	1.57522	0.479237	-0.223006	-2.92108
KIAA1522	16.479	16.7422	16.5039	16.7308	16.3747	16.5656	16.6885	16.8584			4	4	0.0215726	0.995236	-0.00786829	-0.0633563
