#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PIPD_8h.txt#:type=:list
#Associated Gene Name	XPIPD_8h_Rep1	XPIPD_8h_Rep2	XPIPD_8h_Rep3	XPIPD_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PIPD_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPIPD_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PIPD_8h_DMSO_8h	N: Student's T-test q-value PIPD_8h_DMSO_8h	N: Student's T-test Difference PIPD_8h_DMSO_8h	N: Student's T-test Test statistic PIPD_8h_DMSO_8h
GTPBP8	16.4574	16.1242	15.955	16.2066	15.8129	16.7833	16.1359	16.3953			4	4	0.160357	0.756661	-0.0960379	-0.41689
D2HGDH	15.828	15.996	16.0533	15.8454	15.7695	15.8038	16.5979	15.5941			4	4	0.0156076	0.973718	-0.0106313	-0.0461345
RYBP	15.4979	14.897	14.8941	15.3007	15.2732	15.2669	15.2254	15.5964			4	4	0.510377	0.399369	-0.193079	-1.11184
MINK1	16.5298	19.2245	19.276	17.2418	19.5605	18.2114	19.3733	19.321			4	4	0.661513	0.308218	-1.04852	-1.37586
TOMM5	17.7151	16.809	16.8066	17.6787	17.1798	17.6086	17.1106	16.8491			4	4	0.078082	0.875086	0.065351	0.216938
C9orf41	15.9551	16.2087	16.2144	16.1422	16.7438	16.5956	16.494	16.3757	+	PIPD_8h_DMSO_8h	4	4	2.27976	0.0370311	-0.422162	-4.27209
HDDC3	15.6929	15.9264	16.3566	16.0041	15.9761	16.3283	16.0735	15.6152			4	4	0.00543619	0.989682	-0.00327945	-0.0162514
CHCHD4	17.2415	16.992	16.8263	17.5289	16.6151	16.1941	16.8169	16.9288			4	4	1.2032	0.126965	0.508462	2.28193
MMGT1	16.3876	16.0267	16.0521	16.6248	15.6128	16.2051	15.9077	16.266			4	4	0.631136	0.325343	0.274889	1.32367
OGFOD1	17.0555	17.2317	17.3371	17.1449	17.466	17.6324	17.6403	17.6338	+	PIPD_8h_DMSO_8h	4	4	2.79654	0.0240566	-0.400831	-5.4432
AFAP1	16.8716	16.4713	16.531	16.4888	16.5115	16.6452	16.7131	16.8141			4	4	0.295065	0.591983	-0.0803056	-0.705564
ZGPAT	17.1607	17.0383	16.8307	17.1379	16.9263	16.9466	16.613	16.8896			4	4	0.931055	0.19326	0.198005	1.82866
CERS5	16.838	16.744	16.3759	16.4183	15.7904	16.6083	16.134	16.5714			4	4	0.679062	0.299526	0.318051	1.40585
SRBD1	14.685	15.8905	15.6239	15.4896	16.2187	15.9608	16.1441	16.068			4	4	1.35995	0.101536	-0.675666	-2.54718
DTWD1	14.5985	15.9898	16.2171	15.0717	14.7303	14.9939	16.5811	14.3668			4	4	0.191071	0.719143	0.301257	0.486212
WDTC1	12.0518	12.7939	12.6813	13.4294	10.9604	11.682	11.8458	11.9237			4	3	1.71695	0.0624254	1.1361	3.17533
NKAP	16.7509	16.7489	17.0312	16.5201	16.7074	16.6577	16.8332	16.8066			4	4	0.0356039	0.945024	0.0115867	0.103039
SMIM20	18.0145	17.5717	17.3492	17.6168	17.0525	17.68	16.6767	16.6889			4	4	1.18279	0.130096	0.613532	2.24772
TMEM57	15.5662	16.1835	16.0793	15.6169	15.508	15.9627	16.1694	15.6578			4	4	0.0604789	0.903122	0.0370309	0.170789
ARRDC1	16.2554	16.573	16.2316	16.3291	16.5163	16.5026	16.3584	16.4828			4	4	0.656963	0.310912	-0.117714	-1.36806
DHRSX	15.9687	15.0778	14.6511	15.4642	14.8288	15.6331	14.9946	15.3753			4	4	0.0896917	0.85824	0.0824878	0.246641
C12orf45	15.3018	15.4661	15.4129	14.9174	16.3169	15.578	16.2428	16.1767	+	PIPD_8h_DMSO_8h	4	4	2.06384	0.0435132	-0.804065	-3.83261
CISD2	19.6424	19.4476	19.3522	19.3953	19.3513	19.4471	19.2079	19.406			4	4	0.609543	0.337611	0.106314	1.28633
RPP25L	15.0384	15.8335	16.0523	15.762	16.6362	16.5844	16.2122	15.8963			4	4	1.24949	0.119935	-0.660739	-2.3598
ATPAF2	15.0432	15.0349	15.9944	15.4093	14.9855	15.7097	15.3192	15.3863			4	4	0.0256979	0.95878	0.0202906	0.0751414
TTC9C	16.0166	16.4897	16.5422	16.5921	16.1633	16.3472	16.5495	16.6856			4	4	0.0526781	0.916544	-0.0262904	-0.149878
JAGN1	18.57	18.199	18.5101	18.2211	18.4855	18.7934	18.043	17.8898			4	4	0.117906	0.819041	0.072145	0.316639
MRPL50	17.831	18.2521	18.0785	18.1103	17.826	17.7989	18.1617	17.9598			4	4	0.49795	0.407915	0.131351	1.08955
ZC3H8	13.1222	13.285	12.7143	13.2476	14.2716	14.7001	14.4309	14.1784	+	PIPD_8h_DMSO_8h	4	4	3.53871	0.0140923	-1.303	-7.50616
COMMD1	14.9273	16.089	15.8511	15.5041	15.6948	15.0301	15.9467	15.4123			4	4	0.0811261	0.871555	0.0719025	0.22478
CPSF7	19.1015	19.0416	19.1306	18.9975	18.9591	19.0188	19.2716	19.059			4	4	0.0437606	0.931747	-0.00932693	-0.125605
ARFGAP2	18.529	18.309	18.313	18.3121	18.5074	18.3294	18.2146	18.2091			4	4	0.230541	0.667623	0.0506296	0.571976
KRTCAP2	18.6675	18.5667	18.4442	17.9	18.1107	18.273	17.7629	17.5276			4	4	1.02469	0.165639	0.476054	1.98419
OTUD6B	17.4715	17.5424	17.4324	17.5574	17.4487	17.6196	17.5779	17.6049			4	4	0.596806	0.345814	-0.0618396	-1.26422
C1orf52	17.9337	17.5692	17.875	16.9937	17.591	17.6797	17.8457	17.8773			4	4	0.286998	0.600963	-0.155519	-0.689252
METTL13	16.9995	17.0049	16.8677	16.9139	17.3816	17.1818	17.1665	17.1436	+	PIPD_8h_DMSO_8h	4	4	2.25559	0.0364746	-0.271816	-4.22159
ARL6IP6	17.4697	16.9201	17.5729	17.8568	16.0451	16.8959	17.2224	17.1066			4	4	0.990612	0.174652	0.637347	1.92759
ARFGAP1	17.9755	18.0549	18.0251	17.9872	18.0167	18.2253	17.8531	18.0647			4	4	0.141014	0.784224	-0.0292788	-0.371902
SIRT6	16.3913	15.4883	16.0498	16.0994	15.8041	16.3362	16.1239	15.8289			4	4	0.0241165	0.960148	-0.0160677	-0.0706354
EMC1	18.5163	18.569	18.533	18.5632	18.7335	18.6085	18.6743	18.6034			4	4	1.78567	0.0576741	-0.109579	-3.30133
PAF1	17.1607	17.2325	17.1697	16.9726	17.1525	17.0272	17.0311	17.0572			4	4	0.480115	0.420619	0.0668888	1.05737
CCNYL1	14.2661	14.696	15.5573	14.6938	15.4371	15.367	16.0823	15.2746			4	4	1.18505	0.129746	-0.736974	-2.25151
ADGB	18.2576	18.2315	18.0568	18.1636	17.8243	18.136	17.8967	18.1773			4	4	0.867289	0.215756	0.168826	1.72257
UBR7	16.256	16.7208	16.7846	17.001	16.6454	16.5653	16.4909	16.8751			4	4	0.0955494	0.850985	0.0463996	0.261421
MB21D1	16.7248	16.7701	16.6885	16.7723	17.1017	17.0956	16.923	17.1752	+	PIPD_8h_DMSO_8h	4	4	2.96479	0.0196478	-0.334942	-5.86712
DDX51	16.0314	15.7959	16.0523	15.9495	15.7691	15.9474	15.8412	15.5809			4	4	0.905713	0.201226	0.172656	1.78654
C4orf32	17.2466	16.2336	16.3979	16.2225	15.1687	15.9901	16.4144	16.1583			4	4	0.81222	0.235094	0.592282	1.63062
C2orf69	15.7417	15.6749	15.6239	16.0822	16.7751	16.5916	16.8705	16.662	+	PIPD_8h_DMSO_8h	3	4	3.64541	0.0166275	-0.944124	-7.8482
ARL14EP	12.1006	11.8943	12.2777	12.0433	13.3502	11.7781	13.5327	13.2647			2	4	1.14638	0.13693	-0.90243	-2.18682
ENAH	19.4635	19.08	19.0396	19.1602	18.9812	19.0622	18.7127	18.9897			4	4	1.05231	0.157983	0.249398	2.0301
MRPL43	18.4109	18.2691	18.169	18.2971	17.8167	18.1122	17.8681	18.051	+	PIPD_8h_DMSO_8h	4	4	2.01933	0.0449985	0.324512	3.74511
C12orf29	15.9636	15.7456	16.4677	16.4508	16.2055	16.3217	16.6354	17.4427			4	4	0.727839	0.272791	-0.49441	-1.4887
C19orf47	16.0204	15.9086	15.988	16.4309	15.3351	15.7237	15.8421	15.9516			4	4	1.09333	0.149735	0.373811	2.09835
TMEM102	14.5413	13.9583	15.003	14.1069	14.2284	14.7784	14.5646	14.1785			4	4	0.0445627	0.930051	-0.0351501	-0.127805
ASCC1	16.6344	16.9719	16.9283	17.0026	16.7463	16.8833	17.1064	17.2051			4	4	0.318095	0.565216	-0.100967	-0.751581
LRRC57	17.7081	17.2584	17.3059	17.1355	17.3548	17.3282	17.1116	17.0592			4	4	0.424978	0.467133	0.138553	0.956282
EIF1AD	16.8958	17.3748	17.0792	17.7018	17.0594	17.1933	17.1834	17.4975			4	4	0.0519397	0.917891	0.0295086	0.147884
SCAI	14.8879	14.3066	14.3378	14.0245	14.2877	14.9247	14.146	14.1787			4	4	0.00646153	0.987717	0.00495529	0.0192943
KRI1	15.8062	15.4692	15.664	15.8614	15.1672	15.7349	15.3895	15.52			4	4	0.838997	0.225662	0.247324	1.67538
FAM211A	14.1685	13.6809	14.2002	13.9808	14.0034	13.5613	14.2701	13.2124			3	4	0.413552	0.475824	0.24578	0.934995
KBTBD3	20.9499	20.3849	20.5387	21.0321	20.3066	20.5978	20.7304	20.7846			4	4	0.263168	0.630835	0.121556	0.640449
ZNF579	17.2066	16.3133	16.2463	16.675	16.2899	15.8103	16.7626	16.3551			4	4	0.470649	0.427894	0.305829	1.0402
POMGNT2	17.1007	17.0762	16.365	16.943	17.4677	17.4904	16.9031	16.749			4	4	0.500025	0.406788	-0.281343	-1.09328
PRPF38A	17.9509	17.9241	17.8626	17.6519	17.6331	17.7052	17.7982	17.6308			4	4	1.02488	0.165604	0.155543	1.98451
MLKL	14.1919	15.9707	15.7498	15.9939	15.8438	16.0529	15.5546	15.9715			4	4	0.369298	0.513921	-0.379115	-0.851294
PDDC1	16.3378	16.2261	16.2025	16.0551	16.2499	16.2705	16.3349	17.1112			4	4	0.6345	0.323649	-0.286262	-1.32946
KDM1B	14.7209	14.9289	14.6148	14.6339	14.7554	15.0159	14.8613	14.7788			4	3	0.663882	0.307055	-0.128254	-1.37991
SPATA5	18.8167	18.7324	18.7353	18.6832	18.7327	18.6511	18.7953	18.6335			4	4	0.358615	0.525498	0.0387373	0.830762
NHLRC2	16.8281	16.6328	16.6653	16.7015	16.5184	16.6805	16.48	16.5797			4	4	1.22915	0.12264	0.142243	2.32555
AVL9	17.758	17.0031	17.0981	17.1771	17.378	17.2517	17.2973	16.8534			4	4	0.115166	0.823	0.0639644	0.309969
XXYLT1	16.4447	16.1666	15.9963	16.1651	15.686	15.7226	16.0445	15.8849			4	4	1.55817	0.0777863	0.358688	2.89097
GOLM1	16.9575	16.8036	16.7628	17.1054	16.2536	16.6481	16.493	16.6066			4	4	1.86303	0.0531848	0.406991	3.44553
COLGALT1	19.6807	19.6372	19.4245	19.6484	19.776	19.6748	19.7304	19.6861			4	4	0.97113	0.179638	-0.119144	-1.89524
SUMF2	18.9775	19.0479	19.0903	18.9693	18.9311	18.7462	18.8983	18.7244			4	4	1.77247	0.0584264	0.196244	3.27699
SUMF1	15.2531	15.5714	15.5082	15.4959	15.8894	15.6762	16.1678	15.4953			4	4	1.14104	0.138215	-0.350036	-2.1779
POGLUT1	16.4577	16.1746	16.2168	16.1837	16.5073	16.4493	16.9604	16.2302			4	4	0.832803	0.227404	-0.278609	-1.66504
UBAC2	17.0807	17.0981	17.1136	17.0023	17.265	17.1595	17.0745	17.2346			4	4	1.17323	0.131985	-0.109767	-2.23172
TMEM87A	18.4522	18.2646	18.3173	18.1038	18.2822	18.4376	18.2975	18.3778			4	4	0.341171	0.541973	-0.0642648	-0.796936
RDH13	17.8222	18.0175	17.7728	17.7878	17.5353	17.5413	17.6761	17.8753			4	4	1.01786	0.167667	0.193062	1.97284
TTC13	15.2869	15.3766	15.8144	15.895	15.6821	15.6995	15.8859	15.8348			4	4	0.522024	0.39296	-0.182321	-1.13263
TXNDC5	22.0474	22.0928	22.0111	22.2155	21.8657	22.064	21.9467	22.049			4	4	0.861703	0.217813	0.110323	1.71326
SPC24	14.8714	15.0874	15.3438	15.6477	14.9164	15.694	14.7643	15.3196			4	4	0.0866109	0.862662	0.0640013	0.238813
ATAD1	18.2321	17.8738	18.0634	17.9274	18.1473	18.2003	18.0578	18.1729			4	4	0.678388	0.299768	-0.120411	-1.4047
SLC38A9	16.5975	16.2496	16.1136	16.1815	16.6701	17.2364	16.5807	16.9248			4	4	1.68253	0.0653372	-0.567457	-3.11292
SCCPDH	20.2106	20.2258	20.174	20.0769	20.0727	20.1416	20.281	20.1849			4	4	0.0109992	0.981612	0.00179577	0.0326779
UXS1	15.1648	15.514	15.3133	15.0746	15.7875	15.188	15.7578	15.3856			4	4	0.737391	0.268342	-0.26302	-1.50485
SERBP1	21.5634	21.9074	21.8259	21.9408	21.6567	21.7301	21.7965	21.9863			4	4	0.0539132	0.914869	0.0169883	0.153209
C5orf15	17.8742	17.692	17.3825	17.2718	17.2984	17.4358	17.0961	17.05			4	4	1.05087	0.158005	0.33503	2.0277
LEMD2	18.6679	18.526	18.4923	18.3644	18.3117	18.3958	18.2108	18.2985			4	4	1.53902	0.0794547	0.208482	2.85726
NOA1	12.5298	13.8904	13.9572	14.3054	15.349	14.3217	15.0919	14.6216			4	4	1.38423	0.0977151	-1.17536	-2.58872
NECAP1	16.8535	16.6062	16.824	16.6727	16.491	17.0159	16.3949	16.777			4	4	0.176433	0.736809	0.0694156	0.453481
FAM98A	18.8108	18.915	19.0861	19.0626	19.3427	19.2687	19.21	19.2572	+	PIPD_8h_DMSO_8h	4	4	2.28196	0.0373634	-0.301018	-4.2767
ZNF784	20.06	20.1786	20.258	19.9785	20.034	20.3769	19.984	20.2361			3	4	0.133179	0.796779	-0.0389447	-0.353357
PLA2G15	20.9669	20.4228	20.4135	20.6217	20.6012	20.6667	20.287	20.0487			4	4	0.4824	0.41917	0.205307	1.06151
MTMR14	15.075	15.3488	15.4037	15.1732	15.5941	15.2226	15.6205	15.1756			4	4	0.496257	0.409046	-0.153006	-1.08651
NFATC2IP	16.5262	16.9951	16.8227	16.8962	17.193	17.1083	17.3364	17.1008			4	4	1.76361	0.0589609	-0.374582	-3.26069
DAGLB	16.2677	16.3331	16.3687	16.2509	16.4326	16.4376	16.5521	16.3911			4	4	1.81344	0.0558394	-0.148267	-3.3528
CHST14	15.9742	15.67	15.6162	15.2669	16.0366	16.4784	15.6833	16.2722			4	4	1.13641	0.139144	-0.485802	-2.17017
GALNT6	15.8843	16.0267	15.6951	15.7797	15.481	15.7736	15.2909	15.4794			4	4	1.49141	0.0846291	0.340214	2.77394
PDPR	16.9809	16.8192	16.8766	16.9361	16.4889	16.706	16.585	16.5914	+	PIPD_8h_DMSO_8h	4	4	2.8094	0.0237874	0.310357	5.47479
APOA1BP	19.6828	19.6974	19.7658	19.724	19.9928	19.8267	19.7834	19.738			4	4	1.0422	0.160777	-0.117705	-2.01329
SMG8	16.3702	16.2521	16.2409	16.5515	16.1707	16.2046	16.146	16.4117			4	4	0.604311	0.340753	0.120391	1.27726
RNF214	15.7782	16.0941	16.1151	16.142	15.7201	16.0146	15.9448	16.1441			4	4	0.253868	0.642048	0.0764613	0.621135
PPFIBP2	15.6624	15.5326	15.4906	15.7433	15.0844	15.4807	15.188	15.1054	+	PIPD_8h_DMSO_8h	4	4	1.95488	0.0488727	0.392624	3.62018
LSM14A	18.2688	18.4152	18.4952	18.5572	18.4376	18.7875	18.6773	18.8475			4	4	1.21828	0.124683	-0.253394	-2.30726
CCNY	15.686	15.665	15.4057	15.914	16.4254	16.2071	16.382	16.1169	+	PIPD_8h_DMSO_8h	4	4	2.54472	0.0300395	-0.615156	-4.84958
ZNF280C	15.0091	14.3464	14.6614	15.034	14.0243	13.9141	14.4912	14.7535			4	4	0.929324	0.193928	0.466956	1.82579
PNMA1	14.0562	14.0527	14.0806	14.2471	14.9306	14.7805	14.8807	14.7295	+	PIPD_8h_DMSO_8h	4	3	4.48651	0.0225	-0.721184	-11.0541
MROH1	15.3286	14.6346	15.5962	15.5723	15.4282	15.7434	15.275	15.2008			4	4	0.200218	0.706422	-0.128923	-0.5064
MAPK1IP1L	20.0859	19.9177	19.5882	20.3749	20.1868	20.4141	19.7959	18.1029			4	4	0.27698	0.61401	0.366772	0.668852
C1orf131	19.2367	19.3108	18.9634	19.3052	19.2149	18.5251	19.002	19.2933			4	4	0.460435	0.436075	0.195191	1.02158
PAPD5	14.3199	15.2214	15.5515	15.0603	15.0592	15.4133	14.9561	15.4359			4	4	0.25251	0.64365	-0.177856	-0.618302
NPEPL1	16.4489	16.1168	16.1469	15.9507	15.8583	16.0807	15.8997	15.4913			4	4	1.07391	0.153698	0.333331	2.06601
EHBP1	16.3308	16.2849	16.2816	16.6381	16.1665	16.1389	16.3996	16.5211			4	4	0.25053	0.646077	0.0773044	0.614164
RBM15B	16.9814	16.7752	16.7181	16.8313	17.0252	17.1511	17.1159	16.855			4	4	1.28278	0.113866	-0.210285	-2.41601
ST6GALNAC3	13.29	14.4248	15.2262	15.0636	13.9632	14.4891	15.1308	14.9022			4	4	0.0856253	0.864544	-0.12018	-0.2363
PHC3	14.3871	15.3396	15.2707	14.9451	15.3384	15.1703	15.5069	15.5291			4	4	0.866226	0.216163	-0.400567	-1.7208
C3orf58	15.452	14.9938	14.5428	14.8918	14.8587	14.7773	14.5093	14.612			4	4	0.664247	0.307225	0.280782	1.38054
CNNM3	15.0164	15.3638	15.3388	15.2393	15.5998	15.272	15.3953	15.3246			4	4	0.723562	0.275096	-0.158336	-1.48147
CHDH	16.8925	16.1699	16.2041	15.794	15.8856	16.3452	15.8083	15.9395			4	4	0.474385	0.424968	0.270494	1.04698
ABCF1	19.8	19.7793	19.8628	19.8038	19.8193	19.7509	19.914	19.9114			4	4	0.376014	0.508142	-0.0374017	-0.864134
MCU	18.178	18.0078	17.8512	17.9886	17.7459	17.866	17.7703	17.6024			4	4	1.62728	0.0706909	0.260248	3.01364
PIK3C3	15.8682	15.8056	15.4796	16.114	15.8142	15.9246	16.1065	15.6923			4	4	0.165714	0.750047	-0.0675738	-0.429162
GSTCD	14.6538	14.9665	14.8177	14.7346	15.0637	15.3646	15.3351	15.2803	+	PIPD_8h_DMSO_8h	4	4	2.57	0.0295	-0.467793	-4.9071
SRFBP1	13.305	13.4992	14.1311	13.6288	13.976	14.2659	13.4992	14.3371			4	4	0.71036	0.282616	-0.37853	-1.4591
NGDN	17.7268	17.7227	17.834	17.9035	17.5714	17.5356	17.569	17.8021			4	4	1.2419	0.120973	0.177219	2.347
SHCBP1	15.0574	14.9732	14.9911	15.5298	16.1343	15.548	15.9077	16.3741	+	PIPD_8h_DMSO_8h	4	4	2.0892	0.0418362	-0.853124	-3.8829
SUPT20H	14.3891	15.2349	14.4926	14.4721	14.9485	14.5158	15.2429	14.9357			4	4	0.484263	0.418035	-0.263537	-1.06488
PDZD8	14.5442	15.0331	15.0944	14.2687	15.2523	15.2847	15.5121	14.9068			4	4	1.12428	0.141582	-0.503861	-2.14993
SLC30A7	17.1956	17.2514	17.2346	17.1636	16.871	16.9148	16.9379	17.0147	+	PIPD_8h_DMSO_8h	4	4	3.59634	0.0154182	0.276685	7.68929
PPHLN1	16.4409	16.4197	16.5102	16.9863	15.541	16.6397	15.9354	16.5564			4	4	0.695601	0.291555	0.421173	1.43403
VPS37A	16.5696	16.6515	16.033	16.5223	15.8951	16.4633	16.4778	16.5864			4	4	0.162836	0.754156	0.0884478	0.422579
FBXO22	18.1113	18.1979	18.3646	18.1941	18.3055	18.3703	18.4419	18.3196			4	4	1.22421	0.123661	-0.142321	-2.31723
LPCAT1	17.7557	17.6815	17.5304	17.4602	17.7945	17.717	17.5534	17.5851			4	4	0.257933	0.637425	-0.0555429	-0.629596
ZMIZ2	16.1618	15.7773	16.1221	16.0362	16.0595	15.9392	16.0215	15.6351			4	4	0.370876	0.512365	0.110497	0.854316
USP32	15.0395	13.4185	13.4856	13.5225	13.9411	13.6361	12.9778	13.585			4	4	0.318654	0.564747	0.331536	0.752689
TMEM185A	15.5511	14.9465	14.8472	14.9405	14.2977	14.0171	13.7234	13.6959	+	PIPD_8h_DMSO_8h	4	4	2.73701	0.0278095	1.1378	5.29859
TMEM185B	15.5511	14.9465	14.8472	14.9405	14.2977	14.0171	13.7234	13.6959	+	PIPD_8h_DMSO_8h	4	4	2.73701	0.0278095	1.1378	5.29859
BOD1L1	15.5975	15.6144	15.6357	15.8811	15.0036	15.4022	15.2617	15.4227			4	4	1.88657	0.0518477	0.409595	3.48992
ARID1B	15.7467	15.2352	15.2711	15.3701	14.99	14.8224	15.089	15.0437			4	4	1.73375	0.061395	0.41952	3.20596
FLAD1	16.3101	16.5054	16.2915	16.0914	16.6439	16.3572	16.6586	16.4364			4	4	1.02342	0.165873	-0.224458	-1.98208
FLCN	15.1056	14.9993	14.7742	15.0333	15.2675	15.1895	15.5139	15.3238			4	4	1.87868	0.0520251	-0.345562	-3.47501
NUP43	18.496	18.5438	18.4944	18.5831	18.6211	18.4434	18.4476	18.4566			4	4	0.329403	0.554009	0.0371623	0.773897
NUP37	17.6055	18.0696	17.9204	17.8325	17.886	17.8778	17.9997	18.0367			4	4	0.387357	0.498359	-0.0930305	-0.885705
NUP35	18.3905	18.1857	18.224	18.0788	18.2091	18.2023	18.292	18.3478			4	4	0.236961	0.660078	-0.0430427	-0.585612
GPRC5A	19.5755	19.7198	19.7984	19.7289	19.3109	19.3141	19.4277	19.4122	+	PIPD_8h_DMSO_8h	4	4	3.02959	0.0172414	0.339427	6.03671
TOR1AIP2	17.4836	17.459	17.3999	17.664	16.6257	16.5484	16.8415	17.0717	+	PIPD_8h_DMSO_8h	4	4	2.85431	0.0219471	0.729821	5.58615
IL17RE	18.7228	18.7161	18.5941	18.5636	17.301	18.2661	18.0623	18.2804			4	4	1.54286	0.0790213	0.671741	2.864
TSTD1	18.6203	18.1436	18.3534	18.2058	18.0617	18.2032	17.997	18.0756			4	4	1.12561	0.141219	0.246413	2.15214
ABHD11	18.8391	18.6571	18.5332	18.3513	18.9254	18.8304	18.6858	18.5964			4	4	0.618459	0.331713	-0.164325	-1.30178
CMAS	17.9977	18.1269	18.1594	18.1428	17.9351	18.0268	18.0456	17.8668			4	4	1.3216	0.107726	0.138138	2.48184
STXBP6	16.2615	15.6005	15.7828	15.7834	15.9697	16.4697	17.0394	16.8295			2	4	1.40932	0.0939435	-0.720037	-2.6318
CADM4	13.3961	15.1187	14.868	15.1897	14.8698	15.1174	14.759	15.0859			4	4	0.308344	0.576988	-0.314903	-0.732192
TSPAN14	15.7262	16.2799	16.2703	16.2244	16.3895	16.2481	16.4633	16.3106			4	4	0.799247	0.240478	-0.227684	-1.60889
OR4C15	20.4071	19.3691	17.8996	20.0117	20.1559	20.533	19.7334	20.295			4	4	0.626614	0.327551	-0.757488	-1.31586
SVIP	17.0251	16.4186	16.6686	16.5498	16.4036	16.6477	16.1792	16.8607			4	4	0.304551	0.58082	0.142749	0.724613
ZNRF2	19.0681	19.5657	19.6596	19.9903	18.2637	19.879	19.3212	19.6693			2	4	0.296225	0.590875	0.287643	0.7079
ATL2	18.2385	18.1863	18.1365	18.1731	18.2973	18.369	18.2268	18.455			4	4	1.55271	0.0779735	-0.153438	-2.88134
MOSPD2	16.8888	16.7549	16.8441	16.558	16.8198	16.7684	16.7252	16.5013			4	4	0.2293	0.669268	0.0577679	0.569331
PLBD2	17.9098	17.9333	18.1428	17.9953	17.9563	17.8409	17.9529	17.8375			4	4	0.785302	0.246539	0.098424	1.58551
DDX55	15.1662	15.3829	15.6276	15.2191	15.8142	15.6017	15.8873	15.6366			4	4	1.67563	0.0658878	-0.385968	-3.10045
TDRD7	17.0656	16.8003	16.7947	16.9649	16.69	16.8525	16.5417	16.6218			4	4	1.3085	0.109601	0.229882	2.45958
NEDD1	16.6244	16.5964	16.8006	16.5425	16.4208	16.6133	16.7224	16.8597			4	4	0.0421103	0.934551	-0.0130973	-0.121068
NCOA7	15.0106	14.6894	15.0726	14.7137	15.3983	16.262	15.4448	15.8273	+	PIPD_8h_DMSO_8h	4	4	2.07137	0.0429669	-0.861514	-3.84751
MCFD2	17.3901	17.3893	17.4951	17.3163	17.4963	17.2947	17.3668	17.5332			4	4	0.142613	0.782532	-0.0250554	-0.375664
THOC2	18.2432	18.1936	18.3622	18.1681	18.4685	18.3663	18.4448	18.2738			4	4	1.26221	0.117673	-0.146596	-2.38124
INADL	14.4436	14.7073	14.722	15.1441	15.1035	14.6701	15.0082	15.2981			4	4	0.651786	0.313546	-0.265717	-1.35918
WDR36	18.4414	18.2934	18.3037	18.3363	18.375	18.2727	18.3337	18.4328			4	4	0.0740839	0.880983	-0.00987244	-0.206577
ADCK3	16.7148	16.672	16.7118	16.753	16.6417	16.4782	16.6516	16.8029			4	4	0.456062	0.439444	0.0693097	1.01359
RP9	16.2404	16.0359	16.1571	15.8606	15.6794	15.8602	15.6174	15.6218	+	PIPD_8h_DMSO_8h	4	4	2.03683	0.0447358	0.378789	3.77939
GRPEL2	14.226	14.9846	15.2719	15.0139	15.1607	15.4748	15.7409	15.7878			4	4	1.32735	0.106856	-0.666974	-2.4916
VANGL1	16.4414	15.706	15.7894	16.192	16.2351	16.2802	15.7124	16.1309			4	4	0.0974218	0.849228	-0.0574782	-0.266117
SNIP1	15.7673	15.5541	15.2393	15.7854	15.5058	15.7425	15.5929	15.6602			4	4	0.104703	0.83668	-0.038842	-0.284251
GADD45GIP1	16.9973	17.2582	17.3027	17.2037	17.2664	17.2026	17.2828	17.4187			4	4	0.591481	0.347931	-0.102111	-1.25495
WDR48	17.7787	17.8011	17.7884	17.9679	17.3489	17.472	17.667	17.4109	+	PIPD_8h_DMSO_8h	4	4	2.32716	0.0362353	0.359321	4.37216
EXOC6	16.7338	16.7109	16.6481	16.7195	16.656	16.4342	16.6092	16.5279			4	4	1.5053	0.0834555	0.1462	2.79817
CEP76	16.6071	16.5109	16.4133	16.6609	16.1148	16.082	15.948	16.2256	+	PIPD_8h_DMSO_8h	4	4	2.92397	0.0201687	0.455435	5.76213
MPLKIP	15.0674	14.7427	14.7927	15.6199	13.8332	14.3119	14.3872	14.6332			4	4	1.57476	0.075806	0.764294	2.92027
SMARCC2	16.6007	16.3683	16.4491	16.4168	16.2557	16.3788	16.422	16.4253			4	4	0.663834	0.307011	0.0882535	1.37983
NPLOC4	18.17	18.3292	18.4475	18.3378	18.3327	18.292	18.4606	18.4127			4	4	0.33122	0.552077	-0.05338	-0.777466
SPATA20	17.1542	16.7815	16.9521	16.7068	17.6415	17.1165	17.0681	16.9855			4	4	0.854376	0.220218	-0.304244	-1.70105
GDAP1	16.3236	16.6018	16.6399	16.6767	16.166	16.4624	16.392	16.4703			4	4	0.883609	0.210436	0.187828	1.74976
NUBPL	16.2571	16.3603	16.1382	15.814	16.0911	16.3911	16.5667	16.1479			4	4	0.431505	0.460202	-0.156812	-0.968387
ABHD4	17.6067	18.2338	17.1121	17.6002	17.3723	17.2987	16.8842	17.7011			4	4	0.525538	0.390179	0.324155	1.13889
FBXO30	15.8138	16.3994	16.1462	16.1633	16.6452	16.5855	16.6612	16.6304	+	PIPD_8h_DMSO_8h	4	4	2.20417	0.0389703	-0.499899	-4.11528
SLC35B2	17.9044	17.9828	17.8406	18.1227	17.5656	17.9997	17.4787	17.737			4	4	1.06945	0.154041	0.267388	2.0586
