#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI_8h.txt#:type=:list
#Associated Gene Name	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PI_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPI_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PI_8h_DMSO_8h	N: Student's T-test q-value PI_8h_DMSO_8h	N: Student's T-test Difference PI_8h_DMSO_8h	N: Student's T-test Test statistic PI_8h_DMSO_8h
MALSU1	15.6553	15.7451	15.3643	15.8331	14.9865	14.9826	15.4284	16.211			4	4	0.346169	0.655769	0.24731	0.806666
TCEAL4	15.9877	16.1029	16.0482	16.1787	15.5236	15.5844	15.8836	15.7868			4	4	2.19971	0.0947296	0.384782	4.10612
THAP11	15.8564	15.7187	15.4479	15.6206	16.0247	15.6258	15.5005	16.0352			4	4	0.362397	0.642727	-0.135643	-0.838046
KIAA1279	16.9755	17.3509	17.3754	17.356	17.2937	17.411	17.3677	17.3115			4	4	0.350102	0.653787	-0.0815105	-0.814301
GNPNAT1	19.7181	19.8562	19.6903	19.9378	19.7874	19.694	19.783	19.7707			4	4	0.278095	0.715403	0.0418334	0.671132
FAM120B	13.7505	13.0637	13.5808	13.0422	13.7637	13.1794	13.6329	12.8974			4	4	0.0113395	0.986477	-0.00908756	-0.0336762
KTI12	14.7223	15.3872	15.1433	15.2275	15.5697	15.1049	15.5547	15.281			4	4	0.688416	0.415488	-0.257487	-1.4218
MRPS24	16.4204	16.8656	16.9252	16.674	16.4851	16.8081	16.6828	16.9741			4	4	0.0366065	0.957657	-0.0162482	-0.105832
MRPL53	17.1144	17.4444	17.2358	17.1679	16.9925	17.372	17.3049	17.314			4	4	0.0158217	0.982013	-0.00524473	-0.0467565
RNF31	16.4956	16.3048	16.5719	16.3901	16.5367	16.289	16.3061	16.3026			4	4	0.438817	0.580476	0.0820045	0.981901
DAZAP1	18.14	18.0953	18.1588	18.2341	18.0413	17.9866	18.1506	18.159			4	4	0.687409	0.416468	0.0726523	1.42008
SGTB	18.8072	18.6802	18.7731	18.6414	18.399	18.5296	18.6008	18.6312			4	4	1.5462	0.158389	0.185347	2.86988
SAAL1	16.768	17.2972	17.1768	17.1937	17.185	17.4037	17.2571	17.4143			4	4	0.788304	0.368232	-0.206076	-1.59055
CCDC51	16.121	15.9994	16.0359	16.0287	15.7335	16.1699	15.9779	15.8575			4	4	0.535152	0.51449	0.111588	1.15597
CCDC101	14.3132	14.0216	14.5531	14.5471	14.919	13.6336	14.3799	13.6537			4	4	0.259848	0.732023	0.212205	0.633572
RRP36	15.0506	15.1091	15.2328	14.6392	15.7089	15.6664	15.596	16.1846			4	4	2.24816	0.0917248	-0.781052	-4.20612
C1GALT1C1	16.5667	16.8916	16.8705	16.6255	16.7011	16.8732	16.667	16.8986			4	4	0.177182	0.811455	-0.0464187	-0.455168
RBM33	15.6315	15.8638	15.7052	15.668	15.2305	15.8186	15.7224	15.8913			4	4	0.121863	0.868676	0.0514338	0.326229
DTNBP1	16.6869	16.269	16.096	16.0726	16.8431	17.0439	16.6634	16.8851			4	4	1.92376	0.11307	-0.577756	-3.56057
DNAJA3	18.297	18.6374	18.658	18.6934	18.5318	18.5655	18.811	18.5803			4	4	0.175688	0.812575	-0.0506587	-0.4518
TMA16	14.9139	15.3855	15.4888	15.3963	16.3445	15.9035	15.0377	15.4866			4	4	0.609838	0.46159	-0.396981	-1.28685
MVB12A	17.8041	17.6946	17.9103	17.915	17.7354	17.5116	18.078	17.7869			4	4	0.159776	0.82936	0.0530453	0.415555
PTCD3	17.7963	17.7813	17.8313	17.9304	17.8099	17.7406	17.8678	17.6691			4	4	0.534592	0.51503	0.0629864	1.15497
MMAB	16.3697	16.7597	16.9533	16.8885	16.255	16.7411	17.1501	16.5769			4	4	0.100025	0.893199	0.0620193	0.272623
TRIM11	14.9822	16.1045	15.7767	16.1883	16.0491	16.3971	15.9083	16.0963			4	4	0.555154	0.50045	-0.349766	-1.19132
CCDC97	16.6398	16.8606	16.7057	16.685	16.9206	17.2168	16.9161	16.9519			4	4	1.73704	0.13504	-0.278595	-3.21197
EDC3	17.0927	16.9517	16.9746	16.9133	17.0312	16.9614	17.0639	16.9697			4	4	0.20247	0.786163	-0.0234532	-0.51134
hsa-mir-1199	16.6995	16.7195	16.6336	16.6954	16.2634	16.5698	16.4651	16.4641			4	4	1.99341	0.103832	0.246398	3.69463
CDCA5	15.8155	15.5901	15.8635	15.5663	15.5724	14.8923	15.2872	15.6855			4	4	0.922965	0.30693	0.349503	1.81522
STAMBPL1	17.0775	16.3909	16.7913	16.6596	16.7172	16.9184	16.5076	16.6951			4	4	0.0425756	0.953281	0.0202637	0.122348
DYNLL2	18.4675	18.8887	18.7452	18.7462	18.4542	19.0892	18.7694	19.1073			4	4	0.34505	0.656891	-0.143123	-0.804491
WDR89	14.6776	15.3784	15.4218	15.4867	15.1221	15.2047	15.4799	15.5405			4	4	0.172642	0.815994	-0.0956736	-0.444913
CPNE2	20.0115	20.0131	20.0595	20.4043	20.2012	19.7131	19.8051	19.5297			4	4	0.924399	0.306955	0.309837	1.8176
DTD2	14.081	13.6441	14.7582	13.5612	13.8721	12.0689	13.7795	12.6224			4	4	0.900943	0.315234	0.925408	1.7786
S100A16	21.1556	20.7678	20.9272	20.5706	20.6841	21.0427	21.1006	21.3026			4	4	0.444126	0.576596	-0.177197	-0.991683
SIPA1	18.0066	16.4896	17.309	17.2288	17.717	19.2198	18.0593	19.1017			4	4	1.39233	0.183187	-1.26598	-2.60262
SCRN2	16.0938	15.8229	15.7747	16.1063	16.2171	14.9536	15.5635	15.397			4	4	0.739616	0.39081	0.4166	1.50861
THOC1	18.1757	18.2954	18.4433	18.3897	18.3955	18.3173	18.3654	18.3736			4	4	0.24637	0.74315	-0.036912	-0.605448
OTUB1	18.8946	19.0962	19.1484	19.1159	19.1386	19.0699	19.1277	19.0862			4	4	0.292346	0.700961	-0.041801	-0.700078
TRMT61A	18.0878	17.9769	18.1135	18.1791	17.9885	17.7576	18.0896	18.0893			4	4	0.569222	0.49078	0.108064	1.21604
PERP	16.0451	15.9889	16.3475	15.8025	16.3546	16.4836	15.3722	15.6758			4	4	0.0936776	0.899884	0.0744438	0.256713
HMCES	15.7462	15.9287	15.8518	15.984	15.8646	15.4245	15.7414	15.7204			4	4	0.902815	0.314526	0.189953	1.78172
CHMP6	15.3892	15.5912	15.7985	15.6794	15.8836	16.1823	16.2577	16.3211			4	4	2.25282	0.0929159	-0.546567	-4.21582
BICD1	14.8807	15.7289	15.7529	15.8891	16.3159	16.008	15.6985	15.7847			4	4	0.704947	0.409576	-0.388889	-1.44991
PGM2	19.0319	18.9524	19.0518	18.9758	18.7829	18.9498	18.9325	18.9338			4	4	1.19352	0.225598	0.103229	2.26571
IMP4	15.9239	15.9491	15.9713	16.1066	15.9664	16.3847	16.1106	16.513			4	4	1.00347	0.280757	-0.25596	-1.94894
CERS2	18.4626	18.2978	18.1528	18.2414	18.4665	18.4569	18.3691	18.232			4	4	0.49795	0.540542	-0.0924692	-1.08955
MED8	15.4283	16.0538	15.9463	16.1387	16.1007	16.1867	16.2193	16.3434			4	4	0.985287	0.287054	-0.320758	-1.91875
CCDC104	15.8728	15.4694	16.16	15.9754	15.7679	15.4447	15.9943	15.2675			4	4	0.530667	0.516905	0.250791	1.14801
DUS3L	16.5727	17.0059	17.1237	17.1794	16.9618	17.0571	17.0443	17.0248			4	4	0.140473	0.850139	-0.0515275	-0.370627
LTV1	15.8398	16.0064	16.1767	16.3769	16.2833	16.506	16.086	16.694			4	4	0.834614	0.345352	-0.292382	-1.66806
SDSL	14.5031	14.8273	14.9234	14.9473	14.8926	15.1545	15.0624	14.6885			4	4	0.464903	0.563225	-0.149206	-1.02973
MRPL48	16.9984	16.8642	17.0945	16.9271	17.2314	17.4045	17.1887	17.4546			4	4	2.28346	0.0908155	-0.348743	-4.27985
VMP1	17.7405	16.7827	17.1913	17.1933	17.4631	17.4735	17.293	16.224			4	4	0.118124	0.873535	0.113575	0.317171
PDXP	15.6659	15.6851	15.371	15.4331	14.6853	15.0668	15.2854	15.3165			4	4	1.45593	0.172371	0.450269	2.71227
AURKB	16.6452	16.5818	16.5042	16.5856	16.4193	16.1646	16.1546	16.3381			4	4	2.30998	0.0877588	0.310043	4.33574
DCUN1D1	17.7329	17.6045	17.9739	17.7368	17.9298	17.4782	17.6674	17.4526			4	4	0.430718	0.586511	0.130018	0.966929
FAHD2A	16.4778	16.0473	15.8924	15.7485	16.0202	15.6664	15.9231	15.9666			4	4	0.361875	0.643105	0.147444	0.837041
SMARCD1	15.3697	15.3789	15.4834	15.4289	15.183	15.4152	15.3552	15.2013			4	4	1.04162	0.268625	0.126535	2.01233
TOE1	17.6809	17.961	18.2298	18.0697	17.789	17.3336	18.023	17.3555			4	4	0.889081	0.32061	0.360098	1.75886
C16orf58	16.3178	15.9563	16.0777	15.9295	16.376	15.6938	16.0542	16.1149			4	4	0.0216961	0.975419	0.0105836	0.0637107
DDX27	19.1917	19.2799	19.2848	19.2932	19.2127	19.355	19.249	19.3043			4	4	0.177152	0.81135	-0.0178466	-0.4551
ZDHHC12	15.3679	13.5067	14.6267	13.617	14.109	14.2982	13.637	14.0332			3	4	0.22582	0.762932	0.260206	0.561896
C17orf59	14.6209	14.5487	14.3223	14.3249	14.2284	15.1083	14.6175	15.2365			4	4	0.678946	0.422159	-0.343461	-1.40566
MARS2	16.0168	15.7398	15.8201	15.7951	15.9131	15.6221	15.6896	15.2418			4	4	0.727666	0.396392	0.226313	1.48841
ATXN7L3B	17.0671	17.6855	17.3913	17.5751	17.64	17.6481	17.3856	18.2134			4	4	0.629513	0.449371	-0.291978	-1.32087
MASTL	17.088	17.2653	17.28	17.4323	17.8695	17.4432	17.2575	17.1212			4	4	0.385244	0.620651	-0.156448	-0.881696
APIP	16.9841	17.1362	17.0241	17.0471	16.8354	16.6731	16.8367	16.7953			4	4	2.70864	0.0565818	0.2627	5.23064
ZC2HC1A	19.9621	20.0554	20.3466	20.1677	20.29	20.5905	18.9683	20.2858			4	4	0.0978957	0.895204	0.0993094	0.267303
SLC41A3	12.8938	13.2196	11.7897	12.6592	12.6071	13.5035	13.1732	13.3578			4	4	0.692952	0.412471	-0.519824	-1.42952
SNF8	16.4873	16.5752	16.6542	16.6582	16.6718	16.974	16.7663	16.9344			4	4	1.605	0.149037	-0.242883	-2.97392
ZC3HAV1L	13.0858	14.0645	13.897	14.0776	13.1736	13.5269	13.8693	13.7316			4	4	0.310076	0.684608	0.205855	0.735647
POM121	15.5942	15.9146	15.2766	15.7855	15.6294	15.2208	15.511	15.6996			4	4	0.308056	0.686578	0.127511	0.731618
TONSL	14.8275	15.3733	15.3496	15.4306	15.423	15.2419	15.0859	15.3606			4	4	0.0736338	0.921032	-0.0325942	-0.205406
WDYHV1	15.5159	15.4512	15.1305	15.1628	15.9022	14.5326	15.3473	14.9995			2	4	0.149788	0.841163	0.119709	0.392446
PDLIM5	20.2469	20.3008	20.1462	20.1703	19.8014	19.9498	19.9142	20.0361			4	4	2.53613	0.0647376	0.290683	4.83013
CRELD1	14.4051	15.0176	15.0374	15.1251	14.9745	14.6014	15.087	15.2136			4	4	0.129395	0.860965	-0.0728471	-0.344332
ERO1L	20.7223	20.6904	20.611	20.6939	20.576	20.4362	20.628	20.5141			4	4	1.59188	0.151651	0.140803	2.95061
GRAMD3	14.6122	14.31	13.998	13.9398	14.0074	15.959	14.3258	14.9729			4	4	0.625197	0.451096	-0.601273	-1.31342
SH3YL1	14.8818	14.3891	12.538	14.7383	14.9079	14.9948	14.6668	14.2862			4	4	0.459787	0.565892	-0.577101	-1.0204
AHCYL2	21.4844	21.6422	19.9234	21.5888	21.9363	20.5677	21.4856	21.4421			4	4	0.150599	0.840993	-0.19825	-0.394333
DOCK6	16.096	15.8219	15.9198	15.8779	16.0261	15.8378	15.7082	15.7249			4	4	0.510286	0.53112	0.104636	1.11168
CDKN2AIPNL	16.1676	16.5879	16.6982	16.431	16.2744	16.089	16.6699	16.4395			4	4	0.248608	0.740203	0.102973	0.610141
MED30	18.0175	17.518	17.7452	17.9234	17.584	17.0225	17.4837	16.8664			4	4	1.46407	0.171969	0.561869	2.72639
NAF1	18.2362	13.2944	13.516	13.0253	15.8177	10.958	14.338	13.5805			4	3	0.208993	0.779363	0.844435	0.525583
REEP6	15.346	11.8375	13.3426	12.1604	13.6029	11.7126	13.44	14.2978			4	3	0.0327213	0.962814	-0.0916805	-0.0949781
PGAM5	18.7774	19.049	18.8902	18.7985	18.8308	19.0667	18.87	18.9746			4	4	0.290362	0.702505	-0.056776	-0.696067
TMEM41A	17.6408	17.7563	17.702	17.7732	17.3652	17.6537	17.7187	17.7928			4	4	0.379284	0.626706	0.0854759	0.870365
INTS4	16.1366	16.0547	16.2304	16.0387	15.8541	15.8474	16.1472	15.7614			4	4	1.17614	0.229966	0.212583	2.23659
DDRGK1	18.9437	18.3764	18.6118	18.6356	18.6963	18.1099	18.5539	18.326			4	4	0.59961	0.469665	0.220366	1.26909
DHTKD1	16.0045	15.8136	15.6915	15.3838	15.9118	15.4069	15.5412	15.0202			4	4	0.516914	0.525131	0.25334	1.12352
SCLY	14.4845	14.6924	14.7915	14.7592	15.3028	15.406	14.8697	15.1468			4	4	1.98769	0.10381	-0.499423	-3.68353
FUBP3	20.1634	20.126	20.07	20.0515	20.104	20.146	20.0156	20.013			4	4	0.337291	0.661483	0.0330796	0.78936
RBM17	17.885	17.9369	17.8429	17.826	17.6162	17.9689	17.9166	17.9736			4	4	0.014754	0.981884	0.00387287	0.0436519
WBSCR16	16.0626	16.5033	16.2162	16.3917	16.3402	16.26	16.0309	16.4405			4	4	0.0699183	0.924066	0.0255294	0.195708
NARS2	17.1361	17.0645	17.3232	17.3355	17.3017	17.2411	17.3746	17.1898			4	4	0.336852	0.661758	-0.0619717	-0.788501
SUCLG2	18.1722	18.0852	18.1235	18.0847	18.4108	18.2262	18.214	18.0105			4	4	0.544891	0.50882	-0.0989766	-1.17321
AJUBA	15.5283	15.9271	15.8632	15.446	15.4497	16.3752	16.0492	16.2714			4	4	0.701183	0.409941	-0.34521	-1.44352
GMPPA	17.108	16.997	17.0444	17.2798	16.9772	17.1163	17.0816	17.1093			4	4	0.20589	0.782063	0.0361633	0.518821
HPDL	17.1156	17.0457	17.2524	17.3018	17.1737	17.2771	17.2578	17.0392			4	4	0.0348232	0.959329	-0.00810051	-0.10086
ABHD14B	16.5526	16.5575	16.4141	16.1792	16.7108	16.8411	16.4157	16.51			4	4	0.722478	0.39807	-0.193559	-1.47963
NGLY1	16.6664	16.2133	16.5649	16.3302	16.1392	15.796	16.179	16.0902			4	4	1.55926	0.15609	0.392584	2.8929
SEC22A	17.6841	16.4626	16.9868	16.7635	16.481	16.1889	16.9619	16.5902			4	4	0.659706	0.43496	0.418747	1.37276
USMG5	19.5357	19.6596	19.3669	19.393	19.7914	19.9168	19.4921	19.7184			4	4	1.12342	0.24593	-0.240875	-2.14849
NSL1	15.9023	15.5819	15.887	15.4805	15.4689	16.2057	15.6102	15.7909			4	4	0.107546	0.883759	-0.0560176	-0.291278
PAWR	18.178	18.5793	18.7213	18.6959	18.3309	18.6027	18.6623	18.6324			4	4	0.0314688	0.964448	-0.0134549	-0.091461
THOC3	18.5945	18.6842	18.5799	18.8945	18.9346	18.9585	18.7515	19.0217			4	4	1.30769	0.200048	-0.228278	-2.45821
ITCH	16.4889	16.6029	16.7558	16.5949	16.734	16.5199	16.8388	16.6874			4	4	0.437591	0.581302	-0.0844116	-0.979638
TXNDC15	16.2721	16.4911	16.2323	16.6823	16.4229	16.2679	16.3118	16.6085			4	4	0.0451255	0.950395	0.016706	0.129346
COG3	16.5946	16.4816	16.6239	16.7107	16.5878	16.3255	16.5709	16.5405			4	4	0.588762	0.477218	0.096529	1.25021
CDK5RAP3	18.3132	18.2317	18.2203	18.1853	18.3442	18.2095	18.2186	18.2012			4	4	0.0462495	0.949124	-0.00573397	-0.13242
VPS39	16.1544	15.9844	16.0209	15.8454	15.922	15.8165	15.7346	15.657			4	4	1.37272	0.184341	0.218793	2.569
CCDC132	15.9808	15.7854	15.9077	15.8662	15.856	15.8124	15.8741	15.7261			4	4	0.613338	0.45888	0.0678251	1.29291
VCPIP1	15.9476	16.0487	15.9241	15.8911	15.5519	15.7378	15.7363	15.9159			4	4	1.42604	0.175971	0.2174	2.6606
ELMO2	15.9993	15.4925	15.7658	15.6538	15.8599	15.5069	15.5797	15.5423			4	4	0.338192	0.661591	0.105643	0.791121
TMX3	17.4961	17.4187	17.1947	17.1933	17.4689	17.3265	17.2627	17.1669			4	4	0.0692406	0.924496	0.0194373	0.193933
DCAF5	16.0247	15.5053	15.5444	15.2877	15.5485	15.6429	15.2453	15.5777			4	4	0.191237	0.798132	0.0869546	0.486581
CHAMP1	17.978	18.0238	18.0879	18.0938	17.9516	17.9313	17.9322	17.7933			4	4	1.69615	0.137744	0.143777	3.13755
CLMN	16.4483	16.4167	16.4865	16.4263	16.3811	16.4084	16.4268	16.3947			4	4	1.20003	0.224225	0.0416765	2.27663
PDLIM2	17.2399	17.2352	17.0622	17.1923	17.122	17.2454	17.4051	17.6102			4	4	0.69912	0.410764	-0.16325	-1.44001
BTF3L4	18.8747	18.8726	18.8671	18.8846	18.7651	18.9486	18.8115	18.8796			4	4	0.236429	0.753368	0.0235233	0.584485
RNF170	16.9285	17.0955	16.8737	16.8776	16.3677	16.4898	16.6211	16.5429			4	4	2.97283	0.0563692	0.438443	5.88797
SLC35E1	15.2914	15.487	15.3404	15.4237	15.2632	15.9465	15.3005	15.5279			4	4	0.322793	0.673207	-0.123919	-0.760874
TMEM87B	16.3718	16.9009	16.811	16.7714	16.6863	16.4081	16.703	16.6448			4	4	0.322534	0.673313	0.103243	0.760361
USP47	17.9577	17.7804	17.706	17.77	18.1216	17.9806	17.7893	17.8437			4	4	0.686015	0.417547	-0.130298	-1.41771
CLPTM1L	16.3887	16.6049	16.7483	16.7931	16.7041	16.519	16.8522	16.6316			4	4	0.142279	0.847913	-0.0429955	-0.374879
PBK	17.081	17.3181	16.9549	17.3326	16.9903	17.1918	16.9404	17.4785			4	4	0.0488784	0.945816	0.0213861	0.139585
DNAJC1	18.0826	18.0029	17.9772	17.9007	18.0878	18.0181	17.9858	18.1064			4	4	0.586437	0.478571	-0.0586834	-1.24615
SCYL1	16.334	16.5811	16.4567	16.591	16.5122	16.4611	16.4816	16.5127			4	4	0.00632918	0.992244	-0.00116825	-0.018902
FAM84B	15.3373	15.4708	15.5891	15.6313	15.4649	15.4706	15.7122	15.7365			4	4	0.392164	0.616039	-0.0889046	-0.894802
EXOC2	17.7785	17.7679	17.674	17.66	17.6919	17.5204	17.6194	17.3486			4	4	1.13904	0.241782	0.175002	2.17456
CNDP2	19.1564	19.2111	19.2798	19.2184	19.2563	19.1047	19.2593	19.0232			4	4	0.380802	0.624632	0.0555449	0.873256
EHMT2	17.1115	17.1321	17.3048	17.1995	16.7185	16.761	17.3313	16.8771			4	4	0.914792	0.308533	0.265023	1.80163
ZFR	18.4936	18.4811	18.408	18.3288	18.2244	18.4839	18.4596	18.499			4	4	0.0519658	0.942937	0.011095	0.147954
FAM210B	15.2976	15.0477	13.9572	14.2644	16.0047	15.2071	14.7437	13.9368			4	4	0.252269	0.737708	-0.331324	-0.617798
LRR1	13.8855	13.7659	12.7868	13.7628	14.3896	14.2524	13.2608	12.4736			4	4	0.0290732	0.966299	-0.0438786	-0.0847097
B3GALT6	14.9154	15.079	14.678	14.8438	15.2074	15.7823	15.2223	15.484			4	4	1.85574	0.119537	-0.544929	-3.43182
EP400	14.7919	14.7636	14.5856	14.8502	14.7728	14.5728	14.7208	14.6177			4	4	0.475578	0.55511	0.0768018	1.04915
SNX27	18.0256	18.0548	18.0754	17.9752	17.9179	18.0232	17.9359	18.0598			4	4	0.560438	0.496464	0.0485644	1.20062
TRIM47	16.6422	16.6391	16.6645	16.6405	16.7958	16.7658	16.7277	16.7252			4	4	3.01076	0.056069	-0.107046	-5.98705
DHRS1	16.3846	15.8897	15.9324	16.2572	16.3736	16.5384	16.3316	17.083			4	4	1.15627	0.23551	-0.465695	-2.20335
PRRC1	17.6127	17.3925	17.7326	17.3695	17.564	17.6634	17.6684	17.6447			4	4	0.553786	0.501218	-0.108296	-1.18891
FBXL18	18.017	18.0065	18.1353	18.1476	17.8382	17.9302	17.9955	18.0448			4	4	1.11333	0.249081	0.124418	2.13166
NSMCE2	18.2193	18.339	18.2646	18.3484	18.4147	17.34	18.2196	18.4215			4	4	0.316359	0.67822	0.193858	0.748139
NDNL2	16.1053	16.2843	16.4369	16.4465	16.3308	16.4063	16.4418	16.4392			4	4	0.462349	0.564152	-0.0863099	-1.02508
TMEM68	17.5217	17.0831	17.0156	16.8893	17.1902	16.9281	17.0161	16.6883			4	4	0.445845	0.5755	0.171716	0.994845
YTHDC1	17.0407	16.8064	16.9748	16.5718	17.123	17.4077	17.232	17.341			4	4	1.89641	0.11644	-0.42747	-3.50855
CCDC43	16.6297	16.8733	16.8076	16.896	16.8969	17.0238	17.0444	16.9855			4	4	1.45641	0.172382	-0.185983	-2.71311
COG8	15.6613	15.5022	16.155	15.4198	15.9625	15.5245	15.9777	15.6565			4	4	0.188098	0.800829	-0.0957377	-0.479608
WDR92	15.8146	15.4865	15.7662	16.0405	15.8016	15.9939	15.8484	16.0589			4	4	0.534461	0.515027	-0.148739	-1.15474
C7orf26	13.5694	11.9168	13.3418	12.4627	11.104	12.5339	12.8708	12.9857			4	3	0.32959	0.667845	0.449069	0.774263
ENTHD2	13.8088	14.3329	14.13	14.3081	13.4159	13.5326	13.874	13.413			4	3	1.94803	0.109544	0.586102	3.60702
MBOAT7	19.3237	19.353	19.2328	19.3332	19.2663	19.388	19.4171	19.4408			4	4	0.693872	0.412601	-0.0673542	-1.43109
DOCK7	17.5107	17.359	17.5018	17.4346	17.4074	17.4274	17.5136	17.4837			4	4	0.0532051	0.941792	-0.00649786	-0.1513
ZMAT2	16.4355	17.3024	17.3314	17.2306	17.2124	17.3587	17.5358	17.7243			4	4	0.786451	0.369391	-0.382808	-1.58744
TBC1D32	16.8725	16.9345	16.5921	17.1818	17.2552	17.101	16.8084	16.8795			4	4	0.307067	0.687657	-0.115782	-0.729642
CCDC115	15.2839	15.4537	15.2039	15.2838	15.0755	15.685	15.2737	15.6812			4	4	0.322578	0.673365	-0.122503	-0.76045
ANKRD27	16.5036	16.479	16.3473	16.4591	16.3339	16.3849	16.1125	16.0661			4	4	1.37848	0.183052	0.222924	2.57887
NSUN5	16.6535	16.1859	16.2505	16.0157	16.1796	16.0672	15.8253	15.9992			4	4	0.840447	0.342136	0.258563	1.6778
RPRD1A	17.5372	17.3567	17.4096	17.5895	17.4027	17.0483	17.3495	16.9399			4	4	1.21372	0.220222	0.288168	2.29961
AGAP3	14.8812	15.0419	14.8027	15.0729	14.489	14.2726	14.776	13.1619			4	4	1.12959	0.244752	0.774769	2.15879
ARAP1	17.5415	17.4141	17.5575	17.6305	17.3071	17.345	17.3438	17.3231			4	4	2.38325	0.0812597	0.206172	4.49234
IPO9	18.8924	19.0791	18.8784	18.9174	19.0045	18.9939	18.8304	18.8385			4	4	0.14237	0.847756	0.0249581	0.375093
AP1S3	18.4141	18.1422	18.1251	18.2317	18.4874	18.3505	18.2819	18.1648			4	4	0.439518	0.57987	-0.092864	-0.983193
INPP4A	17.2308	16.7232	17.3947	17.2332	16.8484	16.0173	17.0499	16.3414			4	4	1.09317	0.255041	0.581195	2.09808
RBM14	19.781	19.8341	19.7023	19.6162	19.5476	19.6966	19.6989	19.7903			4	4	0.303976	0.690109	0.0500374	0.723462
UHRF2	16.8245	16.9993	17.103	17.0311	16.3957	16.7687	17.0172	17.0189			4	4	0.556963	0.498465	0.189324	1.1945
NEDD4L	16.9735	16.9376	17.4111	17.1896	17.3621	17.3648	17.6321	17.3555			4	4	1.23369	0.217794	-0.300687	-2.33317
FMNL2	17.6318	17.75	17.6759	17.848	17.507	17.711	17.8206	17.3273			4	4	0.521604	0.52146	0.134937	1.13189
PUS7	17.2378	17.4588	17.3794	17.4478	17.4778	17.4688	17.4732	17.638			4	4	1.05786	0.264691	-0.133505	-2.03932
FAM111A	14.6514	14.4332	14.5326	14.5837	14.2703	14.1546	14.589	14.6386			4	4	0.491166	0.546081	0.137117	1.07734
TRAPPC9	15.5547	15.7086	15.7238	15.6591	16.1502	16.0252	15.8993	15.6039			4	4	1.09196	0.254782	-0.258102	-2.09606
TRNT1	17.5141	17.5673	17.4662	17.4783	17.5321	17.5492	17.54	17.5889			4	4	0.89931	0.316201	-0.046092	-1.77588
SMG1	14.391	14.2027	14.393	14.1731	14.2403	14.759	14.4429	14.4735			4	4	0.763119	0.379697	-0.189003	-1.54823
KIF20B	14.4322	14.5499	14.6902	14.7257	15.0472	14.4606	14.5885	15.1081			4	4	0.530197	0.517116	-0.201593	-1.14717
PPP1R10	17.1434	17.1624	17.0667	17.0667	16.964	16.8268	16.8857	16.8005			4	4	2.79884	0.0539326	0.240558	5.44884
SLC38A2	16.1282	16.4783	16.7083	16.7529	16.5319	17.4018	17.3141	17.37			4	4	1.34642	0.192232	-0.637539	-2.52408
FYTTD1	17.6692	17.5753	17.6571	17.4885	17.5721	17.7448	17.6098	17.4871			4	4	0.0299994	0.965843	-0.0059433	-0.0873237
TEFM	15.8106	15.9542	15.5132	15.741	16.3756	15.7702	15.653	14.9539			4	4	0.0784391	0.915797	0.066592	0.21786
RAB3IP	15.854	15.467	15.6026	15.3885	15.9626	15.8617	15.3479	15.9719			4	4	0.535339	0.514337	-0.208034	-1.1563
MTMR9	15.5408	15.8289	16.0311	15.8401	15.8608	15.8388	16.0112	15.8482			4	4	0.306995	0.687685	-0.0795107	-0.7295
VPS35	20.401	20.1146	20.188	20.1434	20.2407	20.0709	20.1479	19.9529			4	4	0.572055	0.488649	0.108657	1.22101
PURB	17.1309	16.8942	16.8557	16.4026	16.2803	16.5784	16.6693	17.0866			4	4	0.312981	0.682152	0.167219	0.74143
XPO6	14.7694	14.4217	15.0909	14.9092	15.0226	14.5979	15.4108	14.68			4	4	0.22376	0.76479	-0.130054	-0.557483
MAGI1	14.6736	14.8408	14.903	14.7948	14.3529	14.6105	14.7545	15.0155			4	4	0.351077	0.653016	0.1197	0.816191
SPAG5	14.311	14.8414	14.3297	14.7927	14.2446	14.3522	14.3361	14.9503			4	4	0.176042	0.812342	0.0978875	0.452599
PANX1	15.4625	16.0627	16.7656	16.5283	16.5451	16.0062	16.3981	16.4135			4	4	0.169861	0.819288	-0.135937	-0.438606
NACC1	16.3583	16.4376	16.363	16.439	16.3577	16.4594	16.438	16.41			4	4	0.213316	0.77522	-0.0168076	-0.534972
SNX18	16.2344	16.3632	16.4378	16.2254	16.3299	16.386	16.3074	16.3489			4	4	0.203801	0.784966	-0.0278745	-0.514255
PASK	13.0587	13.0841	13.5152	13.5736	13.6444	12.7327	13.4669	13.5518			4	4	0.0581321	0.935371	-0.0410748	-0.164529
CIC	17.6448	17.6314	17.3913	17.5566	17.4685	17.3662	17.3991	17.4003			4	4	1.25913	0.210303	0.147496	2.37605
UIMC1	15.0648	15.8359	15.5226	15.3257	15.0096	14.9174	14.0424	14.969			4	4	1.32257	0.198024	0.702654	2.48347
VPS13A	15.0224	14.853	15.0523	14.5962	14.8417	15.1779	15.1891	15.1164			4	4	0.741123	0.389664	-0.200298	-1.51115
