#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/5Z_2h.txt#:type=:list
#Associated Gene Name	X5Z_2h_Rep1	X5Z_2h_Rep2	X5Z_2h_Rep3	X5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant 5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values X5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value 5Z_2h_DMSO_2h	N: Student's T-test q-value 5Z_2h_DMSO_2h	N: Student's T-test Difference 5Z_2h_DMSO_2h	N: Student's T-test Test statistic 5Z_2h_DMSO_2h
FLOT2	17.5219	17.3331	17.3347	17.2835	17.6665	17.6241	17.3799	17.4998			4	4	1.0879	0.664463	-0.174256	-2.0893
RCN2	18.158	18.1004	18.0514	18.0388	17.6645	18.5287	18.4295	18.804			4	4	0.502742	0.832273	-0.269537	-1.09816
TRIM25	19.3745	19.4965	19.3764	19.3592	19.4261	19.4322	19.4444	19.4872			4	4	0.629437	0.779754	-0.0458221	-1.32074
FLNC	23.3891	23.4837	23.4093	23.7466	22.8677	23.404	23.4977	23.607			4	4	0.388568	0.887345	0.163067	0.887999
FKBP8	17.5631	17.5018	17.719	17.6254	17.6242	17.552	17.6803	17.8692			4	4	0.427889	0.867038	-0.0790501	-0.961685
FAM50A	18.1252	18.1318	18.0189	18.1611	17.9891	18.0942	18.1719	18.0891			4	4	0.18658	0.950211	0.023191	0.476227
FRG1	17.7911	17.5854	17.7802	17.8068	17.5423	17.4941	17.7216	17.6791			4	4	0.884112	0.714134	0.131608	1.75059
GNA13	17.2183	17.1463	17.3153	17.0976	17.3101	17.1313	17.3402	17.1863			4	4	0.289132	0.919318	-0.0476074	-0.693577
GAMT	18.7582	18.5292	18.8375	18.6844	18.6901	18.7663	18.8048	18.6581			4	4	0.141345	0.958843	-0.0275102	-0.372681
GALE	19.5178	19.3393	19.4148	19.109	19.6936	19.6592	19.3615	19.0709			4	4	0.241876	0.934707	-0.10106	-0.595995
GALNT3	17.1364	16.9997	17.023	16.916	16.9048	17.0036	16.9842	17.0869			4	4	0.155775	0.954175	0.0239072	0.406333
CAPRIN1	20.3811	20.4437	20.0746	20.3229	20.4539	20.406	20.1708	20.2892			4	4	0.0861416	0.977458	-0.024405	-0.237617
GRB7	15.3947	15.0014	15.5716	15.3855	15.8005	15.4225	15.6698	15.5981			4	4	1.02169	0.681292	-0.284437	-1.97921
SLBP	17.0657	17.2163	16.9183	17.2854	16.9648	17.0029	16.8871	17.0131			4	4	0.903592	0.705393	0.154466	1.78301
RBM39	20.1646	20.0971	20.1715	20.128	20.2581	20.2264	20.1514	20.0917			4	4	0.453184	0.856807	-0.0416083	-1.00832
FAT1	15.3402	15.5048	15.5016	15.589	15.327	15.3309	15.2638	15.7543			4	4	0.207486	0.94683	0.0648859	0.522303
SQLE	16.5089	16.6034	16.4254	16.6454	16.4572	16.5645	16.2929	16.3545			4	4	0.830618	0.71788	0.128496	1.66139
PDIA5	18.5457	18.3686	18.2011	18.0717	18.4449	18.284	18.1825	18.3695			4	4	0.0714781	0.982109	-0.0234413	-0.199787
PRPSAP1	18.3108	18.1734	18.3186	18.2359	18.3581	18.3026	18.3645	18.1911			4	4	0.364188	0.89298	-0.0443983	-0.841488
DHX8	17.2271	17.0479	17.2171	17.1886	17.2587	17.2127	17.2885	17.0887			4	4	0.288942	0.919594	-0.0419617	-0.693193
MCM6	19.4458	19.5428	19.4912	19.6102	19.504	19.6472	19.519	19.5407			4	4	0.258599	0.931168	-0.0302219	-0.630981
ITPR2	17.5536	17.6503	17.7252	17.7592	17.9359	17.562	17.8148	17.6868			4	4	0.363284	0.89401	-0.0778069	-0.839752
ITPR3	17.973	17.795	18.0106	17.8727	18.0362	17.8659	17.944	17.8971			4	4	0.141842	0.958854	-0.022943	-0.373852
ZNF460	15.081	15.1318	15.0601	15.2108	14.993	15.568	15.1963	15.4857			4	4	0.668735	0.768365	-0.189821	-1.38822
INPP5A	15.5523	15.3806	15.0021	14.9725	15.6757	15.514	14.8633	15.5482			4	4	0.316599	0.911018	-0.173386	-0.748615
PLS1	18.8002	18.8056	18.7726	18.6885	18.8394	18.8205	18.7327	18.92			4	4	0.621444	0.779371	-0.0614243	-1.30694
IRF3	19.7184	19.5696	19.5687	19.5345	19.3751	19.5166	19.4947	19.7041			4	4	0.419861	0.872861	0.075192	0.946765
LAGE3	16.0426	16.005	16.0013	16.0564	15.8441	15.4192	15.702	15.8605			4	4	1.67752	0.58238	0.319883	3.10386
TRIP12	17.7702	17.7575	17.7326	17.7792	17.8676	17.7673	17.6702	17.589			4	4	0.241102	0.93362	0.036335	0.594363
PUM1	18.1201	18.1273	18.1479	18.2287	18.0929	18.1431	18.1873	18.0013			4	4	0.481509	0.846298	0.0498695	1.0599
MDC1	15.7979	15.3264	15.4405	15.671	15.6542	15.4351	15.5305	15.5474			4	4	0.0517435	0.990509	0.017117	0.147353
CLINT1	21.1813	21.2506	21.3221	21.189	21.2548	21.1857	21.1807	21.1212			4	4	0.547351	0.814147	0.0501509	1.17755
KANK1	14.9448	14.9693	14.9353	15.2767	15.4376	15.8467	15.1906	14.7484			4	4	0.517146	0.825069	-0.27429	-1.12394
MELK	15.8964	15.6571	15.3352	15.3538	16.0899	15.617	15.0098	14.6394			4	4	0.261237	0.929984	0.221583	0.636452
SMC1A	18.407	18.5901	18.4446	18.5123	18.4816	18.539	18.5911	18.6161			4	4	0.655937	0.772971	-0.0684505	-1.3663
RRP1B	17.8964	17.9786	18.0226	18.0899	17.9054	18.0234	17.9803	17.9722			4	4	0.225465	0.941917	0.0265646	0.561136
NCOA6	14.634	14.7369	14.4687	15.071	14.6332	13.8148	14.8467	14.7208			4	4	0.363862	0.893305	0.223774	0.840862
GSE1	16.4937	16.1967	16.6055	16.5571	16.4648	16.5321	16.7754	16.3918			4	4	0.257199	0.931117	-0.0777965	-0.628071
PDCD11	18.1288	18.2719	18.2937	18.2791	18.2591	18.352	18.2481	18.1535			4	4	0.0621075	0.987228	-0.00979042	-0.175118
GINS1	16.1095	16.4632	15.8847	16.3998	15.9035	15.9716	16.3883	16.0038			4	4	0.370022	0.891614	0.147488	0.852681
BMS1	17.5483	17.5489	17.7067	17.5911	17.7083	17.6119	17.6447	17.5661			4	4	0.29754	0.913846	-0.033999	-0.710547
USP10	19.5115	19.4697	19.5541	19.6003	19.5007	19.5469	19.4421	19.3573			4	4	0.707965	0.754745	0.0721517	1.45503
MESDC2	19.1026	19.1313	19.089	18.9161	18.9756	19.0585	18.9673	18.9883			4	4	0.547078	0.813655	0.0623245	1.17707
GANAB	21.3324	21.0991	21.2324	21.0855	21.2988	21.0599	21.1902	21.1223			4	4	0.0915075	0.978182	0.0195446	0.251237
MFSD10	18.0447	18.0052	17.9036	17.6942	18.5598	18.0879	17.7163	17.8792			4	4	0.316418	0.910848	-0.148902	-0.748256
PPP2R5D	18.4192	18.2737	18.3841	18.3386	18.2151	18.2634	18.353	18.2689			4	4	0.946436	0.692013	0.0788059	1.85422
LBR	20.2929	20.4823	20.3476	20.2541	20.365	20.28	20.2345	20.283			4	4	0.418248	0.873964	0.0535798	0.943759
COG2	16.9812	16.73	16.8724	16.8975	17.0731	17.0534	17.0897	16.8327			4	4	0.901425	0.705083	-0.14194	-1.7794
MVP	20.1713	20.0591	20.1532	19.9505	20.3089	20.0649	20.1841	20.158			4	4	0.638613	0.775405	-0.0954542	-1.33655
GOLGB1	16.4401	16.4728	16.5161	16.5253	16.4971	16.5396	16.5907	16.6156			4	4	1.14415	0.639197	-0.0721507	-2.18309
CASP8	17.4889	17.4862	17.5689	17.4803	17.3397	17.6911	17.5824	17.5704			4	4	0.205593	0.947611	-0.0398049	-0.518172
NAA30	17.3389	17.3156	17.4056	17.3949	17.292	17.4171	17.4307	17.6066			4	4	0.485466	0.843796	-0.0728269	-1.06705
FXYD3	15.7054	15.7915	15.6116	15.5702	15.4437	15.296	15.5226	15.4895			4	4	1.78143	0.559627	0.231696	3.2935
KIF22	17.663	17.3612	17.4214	17.4732	17.4799	17.3312	17.4098	17.303			4	4	0.611887	0.786047	0.0987239	1.2904
CHD4	19.4666	19.4308	19.3768	19.3371	19.3778	19.4313	19.2885	19.372			4	4	0.374514	0.892458	0.0354133	0.861269
LASP1	21.1506	21.1804	21.0817	21.2249	21.0982	21.1388	21.1587	21.2042			4	4	0.0921296	0.97812	0.00942469	0.252809
ARID5B	13.8182	14.0033	14.0718	13.8907	13.8346	13.7853	13.8605	14.4647			4	4	0.0858199	0.977496	-0.040247	-0.236797
PTGR1	18.3385	18.3244	18.3233	18.2624	18.3925	18.3506	18.4216	18.5011			4	4	1.56029	0.572242	-0.104264	-2.89471
DRAP1	18.0322	18.4346	18.0166	17.9936	18.2297	18.2706	18.1554	18.2112			4	4	0.395851	0.88216	-0.0974765	-0.901764
ZNF638	18.0199	18.1415	18.2468	18.0725	18.1117	18.0795	18.189	18.1982			4	4	0.165261	0.951041	-0.0243979	-0.428127
KPNB1	21.1047	20.9791	20.9339	21.0087	21.2079	21.1393	21.0274	21.0089			4	4	0.736256	0.756792	-0.0892839	-1.50293
NOLC1	18.6855	18.8301	18.9329	18.952	18.6649	18.746	18.7932	18.8475			4	4	0.563992	0.80999	0.0872316	1.20686
NUMA1	18.7665	18.6345	18.7246	18.6399	18.7772	18.6838	18.6578	18.6649			4	4	0.0371063	0.990617	-0.00457001	-0.107223
NR1I3	16.9596	15.6851	16.5759	16.3823	17.0376	16.4121	16.4014	15.3461			4	4	0.0831481	0.978861	0.101385	0.229968
PSME4	17.7698	17.6613	17.8207	17.8585	17.7608	17.8541	17.8731	17.7024			4	4	0.128143	0.963546	-0.0200248	-0.341335
SLMAP	15.6701	15.6698	15.5937	15.6815	15.5104	15.3863	15.6355	16.02			4	4	0.0392846	0.990532	0.0156972	0.113266
GAPVD1	19.0153	19.1113	19.075	19.2015	18.9377	19.1076	19.1308	19.126			4	4	0.160552	0.953432	0.0252361	0.417339
UBXN2B	14.0517	15.8321	15.9904	15.6391	15.929	16.6352	15.7405	14.9155			4	4	0.31613	0.910529	-0.42671	-0.747684
NAA25	19.0725	18.985	19.1562	19.1806	19.0941	19.0943	19.1287	19.0928			4	4	0.029633	0.992958	-0.00390339	-0.0862902
FASTKD3	15.1607	15.3723	15.2473	15.1146	15.0732	15.1255	14.831	15.2734			4	4	0.657987	0.773227	0.14792	1.36982
NCAPH	17.8342	17.9951	17.9019	18.1026	17.8314	17.9445	17.9335	17.9843			4	4	0.208546	0.94789	0.0350151	0.524611
KIAA0101	18.0925	17.9044	17.2509	17.8216	17.7323	17.5664	17.0709	17.1595			4	4	0.792481	0.724115	0.385081	1.59755
SPCS2	19.4139	19.5491	19.4698	19.5927	19.4465	19.4292	19.515	19.648			4	4	0.01763	0.998549	-0.00331593	-0.0519978
EMC2	17.9243	17.9014	17.9872	18.0568	17.8111	17.9363	17.9946	17.9595			4	4	0.339194	0.90034	0.0420389	0.793078
WTAP	16.4744	16.6267	16.4951	16.5452	16.5826	16.4853	16.4432	16.5189			4	4	0.253377	0.934803	0.027832	0.620111
PSMD6	19.7127	19.6433	19.6461	19.5781	19.5939	19.6347	19.5946	19.5638			4	4	0.766198	0.735521	0.0483103	1.55341
MAD2L1BP	16.4859	15.9949	16.4916	15.8219	17.5212	16.887	15.9935	16.2127			4	4	0.547853	0.814878	-0.455023	-1.17844
MORF4L2	17.4134	17.4092	17.0999	17.2322	17.387	17.4344	17.0569	16.9901			4	4	0.209187	0.948848	0.0715761	0.526007
FAM175B	17.0013	16.8863	17.205	17.1507	16.8284	16.9304	16.9796	17.1687			4	4	0.356685	0.89405	0.0840297	0.827038
SEPT2	19.4651	19.4762	19.4857	19.5792	19.6098	19.5986	19.5944	19.5256			4	4	1.32073	0.589591	-0.0804977	-2.48034
SART3	18.6094	18.5936	18.6454	18.5476	18.4785	18.5697	18.6402	18.7579			4	4	0.0722791	0.981829	-0.0125833	-0.201878
NCAPD2	18.1251	18.1848	18.2111	18.2692	18.1964	18.3051	18.1597	18.1377			4	4	0.0154318	0.99876	-0.00217628	-0.0456235
SUZ12	16.0145	16.1964	15.987	16.2095	16.0984	16.1563	16.1168	15.9896			4	4	0.0596653	0.98639	0.01158	0.168622
EXOSC7	17.2343	17.0911	17.1874	17.1535	17.238	17.1994	17.2835	17.4314			4	4	1.06882	0.67099	-0.121476	-2.05755
EFTUD2	20.6998	20.6781	20.6638	20.6072	20.7433	20.7684	20.6366	20.6752			4	4	0.562727	0.81021	-0.0436306	-1.20464
LARS2	17.5522	17.5771	17.4371	17.387	17.487	17.7118	17.3778	17.4579			4	4	0.0867132	0.977551	-0.0202699	-0.239074
TRAM2	14.6123	14.7637	14.7	14.7898	14.2024	15.0515	14.9892	15.0269			4	4	0.189635	0.951023	-0.101047	-0.483025
SNX17	15.7588	16.1472	15.7897	15.9573	15.8912	15.9696	15.6865	15.9419			4	4	0.141481	0.958955	0.0410023	0.373003
RAB3GAP1	17.5805	17.6421	17.5821	17.5691	17.5628	17.6645	17.63	17.6766			4	4	0.626823	0.780685	-0.0400205	-1.31623
SLC39A14	15.7655	16.0745	15.7371	15.9502	15.5004	15.5053	15.4905	15.6763			4	4	2.00112	0.5345	0.338666	3.70961
KARS	20.3306	20.3276	20.3436	20.3386	20.3286	20.3123	20.2648	20.2793			4	4	1.3737	0.59033	0.0388651	2.57068
SETDB1	15.9648	15.5006	15.8146	15.9922	16.3886	15.9355	15.9185	15.9625			4	4	0.712241	0.755491	-0.233261	-1.46229
RRS1	18.8846	19.0129	19.1682	19.1169	19.0803	18.9436	19.0171	18.9931			4	4	0.215554	0.943751	0.0371351	0.539816
ARHGEF6	17.5827	17.7516	17.5632	17.5589	17.7679	17.3943	17.4253	17.8838			4	4	0.0096441	1	-0.00375795	-0.0286951
POLD3	16.7742	16.9778	16.8191	16.7881	16.84	16.9068	17.0185	16.9791			4	4	0.775787	0.729985	-0.0963159	-1.56953
EIF4H	20.7937	21.0973	21.1246	21.092	20.2975	21.0971	21.2131	21.2586			4	4	0.0921511	0.978268	0.0603662	0.252863
ACAP2	14.3637	14.672	14.7412	14.5112	14.7205	14.6662	14.7367	15.3026			4	4	0.827833	0.718836	-0.284496	-1.65673
KIF14	16.3384	16.138	15.9622	16.1079	16.667	16.3324	16.1515	15.7736			4	4	0.183319	0.949426	-0.094553	-0.468945
BRD3	16.5738	16.2863	16.53	16.6877	16.6549	16.4135	16.7026	16.6129			4	4	0.304124	0.911089	-0.0765233	-0.723759
WDR43	19.3037	19.4603	19.3198	19.3562	19.4906	19.4374	19.2771	19.2409			4	4	0.0073405	1	-0.00153494	-0.0218973
ACOX1	19.0286	18.8611	18.8647	18.9708	19.0874	19.0112	18.952	19.1063			4	4	1.02282	0.681199	-0.107916	-1.98109
OXA1L	17.4174	17.5672	17.4213	17.4163	17.4051	17.3796	17.3172	17.4923			4	4	0.501527	0.832794	0.0569906	1.09598
ZNF146	15.1988	14.2139	13.8815	14.2465	14.4407	14.7061	14.6695	14.415			4	4	0.238334	0.936262	-0.172655	-0.588517
EEA1	17.9619	18.1291	18.1464	18.0756	17.9655	18.0634	18.2011	18.2057			4	4	0.165764	0.950816	-0.0306706	-0.429275
PDIA6	22.8174	22.5607	22.8025	22.7093	22.7876	22.6673	22.7737	22.706			4	4	0.0603555	0.986025	-0.0111609	-0.17046
PAFAH1B3	20.8638	20.6196	20.6096	20.5692	20.7748	20.7243	20.5195	20.5532			4	4	0.0895247	0.978036	0.0226064	0.246218
PDK1	15.588	15.4318	15.3256	15.4961	15.8694	15.8733	14.8664	14.6458			4	3	0.172571	0.95063	0.146644	0.444753
PDK3	16.9469	16.884	16.7216	16.5271	17.0542	16.7629	16.7697	16.6238			4	4	0.0915704	0.978616	-0.0327444	-0.251396
PEA15	18.6728	18.4463	18.9617	18.9622	19.1101	19.1602	18.9964	18.6263			4	4	0.573222	0.803327	-0.212478	-1.22305
PGM5	18.2181	17.9462	18.2352	17.9289	18.0658	18.0448	18.1962	18.2858			4	4	0.269571	0.924702	-0.0660744	-0.653658
EBP	19.2133	19.2044	19.2537	19.2769	18.9524	18.914	19.0355	18.8031			4	4	3.04285	0.404	0.310811	6.07186
PMVK	18.6386	18.837	18.6187	18.7062	18.7138	18.7985	18.5004	18.5604			4	4	0.279105	0.923488	0.0568395	0.673194
PLCB4	15.1891	14.7836	15.1876	15.3956	14.6501	14.794	15.2083	14.8317			4	4	0.753434	0.743881	0.26795	1.53192
PLEC	22.3703	22.4023	22.4762	22.4634	22.347	22.3896	22.4431	22.4892			4	4	0.0992261	0.975447	0.0108008	0.270629
PCM1	17.6025	17.6119	17.3823	17.5439	17.4021	17.4593	17.2651	17.4953			4	4	0.894436	0.707136	0.129671	1.76778
NOMO1	14.3012	15.1705	14.7849	14.7689	14.5264	13.7584	14.456	14.0315			4	4	1.16431	0.639774	0.56334	2.2168
PON2	18.5253	18.4445	18.5282	18.3858	18.4045	18.4705	18.5284	18.4455			4	4	0.0722486	0.981714	0.00868511	0.201798
PPP2R5A	17.5711	17.4616	17.5674	17.4388	17.6127	17.525	17.5452	17.7			4	4	0.81523	0.720295	-0.0860047	-1.63566
PPA1	22.0691	22.0015	22.0721	22.0786	22.144	22.2205	22.1578	22.091			4	4	1.64633	0.595962	-0.0980082	-3.04774
PTGES3	20.9391	20.8923	20.9555	20.8802	20.879	20.9107	21.0109	20.9281			4	4	0.179697	0.950015	-0.0154214	-0.460825
STK38	16.3146	16.2232	16.1677	16.2302	16.2152	16.1699	16.2873	16.1995			4	4	0.155686	0.95413	0.015944	0.406126
NONO	21.1182	21.2397	20.9929	21.0514	21.0466	21.1031	21.048	21.2309			4	4	0.0333169	0.992536	-0.00661325	-0.0966475
PPP2R4	19.5889	19.4254	19.4497	19.4346	19.6832	19.4856	19.4003	19.3197			4	4	0.00951159	1	0.00246239	0.028305
PTPRK	16.1261	15.9354	15.9406	16.1013	16.0178	15.9409	16.1084	16.0239			4	4	0.017147	0.998821	0.00310731	0.0505998
PWP2	18.3954	18.2141	18.4009	18.3464	18.3064	18.3034	18.3569	18.3413			4	4	0.0986109	0.9751	0.0122247	0.269092
RABEP1	14.8527	14.9008	14.7549	15.0244	14.8118	15.0106	15.1378	15.0783			4	4	0.67568	0.761323	-0.126469	-1.40008
RASA2	15.0917	15.0815	15.1659	14.8343	15.2932	15.6712	15.3367	15.3608			4	4	1.78813	0.55917	-0.372134	-3.30589
RAB35	19.0693	19.0806	18.9115	19.2531	19.4056	19.3105	19.1804	19.1306			4	4	0.975585	0.689488	-0.178177	-1.90263
RNPS1	20.0482	19.9863	20.1057	20.0668	20.0318	19.932	19.9745	19.9821			4	4	1.16895	0.639422	0.0716677	2.22455
RBBP5	17.5355	17.8248	17.6683	17.7412	17.7648	17.8063	17.7066	17.6424			4	4	0.211148	0.947599	-0.0376091	-0.530269
RCN1	20.3782	20.3762	20.4347	20.3286	20.1747	20.3552	20.4369	20.497			4	4	0.0653372	0.984401	0.0134721	0.183666
RALBP1	16.8331	16.5979	16.6785	16.8224	17.2657	16.44	16.532	16.3287			4	4	0.159892	0.952726	0.0913587	0.415822
LLGL1	16.6883	16.5952	16.7206	16.3746	16.5959	16.614	16.526	16.8384			4	4	0.185378	0.949155	-0.0489106	-0.473545
LRRC41	15.5504	15.2073	14.9719	15.066	15.6829	14.7505	15.2749	14.6905			4	4	0.141043	0.958475	0.099175	0.371972
TTF1	13.2296	13.2471	13.0736	13.2943	12.4988	13.0444	13.3126	13.5623			4	4	0.178331	0.949303	0.106605	0.457755
TMED2	17.2608	17.449	17.3013	17.2223	17.4874	17.7623	17.4903	17.5145			4	4	1.66288	0.596614	-0.255292	-3.07748
PCBP1	22.5044	22.4545	22.377	22.3186	22.4902	22.4832	22.4358	22.4015			4	4	0.366992	0.891574	-0.0390644	-0.846872
PCBP2	22.9875	23.0777	22.935	23.0017	23.0275	23.0485	22.972	22.993			4	4	0.106031	0.97331	-0.00980282	-0.287538
TCEB1	18.5997	18.9503	18.4723	18.7667	18.6095	18.8813	18.7645	18.7629			4	4	0.191354	0.951295	-0.0573053	-0.48684
TCEB2	20.2551	20.5321	20.2825	20.1039	20.337	20.4018	20.1342	20.3585			4	4	0.0473738	0.989751	-0.0144711	-0.135489
RHEB	18.7778	18.8677	18.5985	18.6231	18.6656	18.6777	18.6479	18.5652			4	4	0.51889	0.82396	0.077693	1.12705
UBE3C	17.2238	17.324	17.5578	17.391	17.2576	17.3795	17.3896	17.4586			4	4	0.0116189	0.999958	0.00281715	0.0344951
TOMM20	18.0477	18.7209	17.745	17.9176	17.6938	18.04	17.5834	18.3523			4	4	0.287577	0.920546	0.190439	0.690428
MTFR1	14.2097	14.1421	13.9894	14.3364	13.8515	14.0839	14.2538	14.5212			4	4	0.0175922	0.998527	-0.00822639	-0.0518886
DHCR24	19.42	19.2096	19.3331	19.2164	19.3709	19.3072	19.2723	19.3389			4	4	0.198821	0.949051	-0.0275364	-0.503329
SF3B3	20.0012	20.04	20.0254	20.0064	20.058	20.0868	20.0849	20.064			4	4	2.51856	0.439897	-0.0552154	-4.79053
KIAA0020	19.5452	19.5499	19.5243	19.5359	19.5635	19.5621	19.5178	19.5158			4	4	0.0232047	0.997278	-0.000983238	-0.0680309
DLGAP5	17.9565	17.7712	17.6892	17.981	17.8389	17.7533	17.6367	17.5216			4	4	0.813344	0.719499	0.16185	1.6325
RSU1	20.303	20.1604	20.1777	20.2483	20.3916	20.2773	20.1054	20.1557			4	4	0.0493416	0.99038	-0.0101547	-0.140844
CNN3	20.5273	20.6036	20.4312	20.5459	20.5845	20.7344	20.5215	20.6509			4	4	0.824689	0.715963	-0.0957971	-1.65148
RPS6KA1	17.3693	17.424	17.3121	17.3893	17.3791	17.5236	17.4312	17.467			4	4	1.03121	0.676962	-0.0765615	-1.99502
SAFB	19.4192	19.2526	19.3639	19.2876	19.0798	19.1365	19.2463	19.5376			4	4	0.314355	0.910174	0.0808063	0.74416
SF3B4	18.4607	18.6514	18.5257	18.4662	18.7664	19.2132	18.699	18.3642			4	4	0.61909	0.782356	-0.234699	-1.30287
SF3A2	18.2241	18.5804	18.4573	18.3847	18.5296	18.3937	18.382	18.4239			4	4	0.09225	0.978442	-0.0206642	-0.253113
RBMS2	18.6584	18.954	18.9598	19.0697	18.7544	18.8602	18.9855	19.0713			4	4	0.0225621	0.997593	-0.00743437	-0.0661924
PPP1R7	18.7455	18.7759	18.6667	18.6142	18.7084	18.5957	18.8116	18.6795			4	4	0.0103208	1	0.00177431	0.0306856
SEC23A	18.805	18.6738	18.7445	18.6465	18.9629	18.8346	18.7587	18.8403			4	4	1.26162	0.614536	-0.131695	-2.38025
SEC23B	18.6006	18.5739	18.5385	18.5673	18.6383	18.5565	18.5834	18.56			4	4	0.260252	0.930647	-0.0144539	-0.63441
SF3A1	19.6306	19.5544	19.6299	19.6131	19.5916	19.5242	19.5271	19.5119			4	4	1.4423	0.567358	0.0682878	2.68868
SHB	13.2961	13.3874	13.0914	13.3719	13.4294	13.2436	13.2732	13.3955			4	4	0.241639	0.935043	-0.0487363	-0.595495
SKIV2L	17.3586	17.2727	17.3048	17.2596	17.4376	17.5106	17.4678	17.3039			4	4	1.41045	0.577846	-0.131067	-2.63374
SURF1	17.7586	17.7535	17.7307	17.6919	18.0839	17.9056	17.6858	17.8784			4	4	0.95438	0.687359	-0.154767	-1.86742
SURF2	16.3355	16.6021	16.3018	16.8827	16.1969	16.6476	16.6436	16.6525			4	4	0.00877549	1	-0.00460243	-0.026136
MED22	15.226	16.0372	15.3105	15.8725	14.6843	14.6016	15.471	14.9028			4	4	1.31879	0.59093	0.696645	2.47706
TAF5	15.6344	15.2978	15.1249	15.1372	15.1229	14.7107	15.0594	15.1782			4	4	0.896067	0.706155	0.280763	1.77049
TAF13	15.424	15.7412	15.8278	14.7762	16.7821	17.2488	16.1297	16.0924			4	3	1.65359	0.590365	-1.12094	-3.06078
TAF7	14.7261	14.5158	14.633	13.9405	15.2219	14.7356	13.8187	14.1565			4	4	0.0281374	0.993667	-0.0293136	-0.0820634
TERF2	14.8797	14.3956	14.6617	14.4722	14.4548	14.0798	14.2351	14.0252			4	4	1.50017	0.547452	0.403598	2.78921
MAPRE2	19.2435	19.101	19.0945	19.1314	18.7905	18.9752	18.8475	18.5301			4	4	1.932	0.528852	0.356791	3.57631
TAF1A	13.5317	14.0346	13.8071	13.6265	14.3155	14.1075	13.1579	13.6388			4	4	0.0699444	0.982912	-0.0549595	-0.195777
TGIF1	14.3029	12.8564	14.2101	13.9614	14.0539	14.5995	13.7846	14.8284			4	4	0.547199	0.814078	-0.48389	-1.17729
SLC9A3R2	15.3249	15.9332	15.8159	15.8276	15.608	15.8339	16.1186	16.2177			4	4	0.519647	0.825592	-0.21917	-1.1284
TRADD	14.6458	15.1135	15.3233	15.227	15.0964	15.1287	15.4648	15.4416			4	4	0.528404	0.822671	-0.205505	-1.14399
TRAM1	18.8565	19.102	18.8057	18.8924	19.0975	18.9001	18.7646	18.8164			4	4	0.0712555	0.982496	0.0195084	0.199206
TSN	19.3708	19.3312	19.5287	19.4921	19.7326	19.6057	19.6425	19.383			4	4	0.925662	0.699366	-0.160231	-1.8197
TARBP2	14.9421	15.2643	15.2194	14.3719	14.2762	14.5388	15.6201	15.5705			4	4	0.0449634	0.989449	-0.05199	-0.128903
SF1	19.9345	19.7938	19.7816	19.9047	20.1139	19.8289	19.8271	19.7328			4	4	0.0877024	0.978364	-0.0220122	-0.241591
TRIP10	17.6833	17.7208	17.7432	17.7995	17.8153	17.7641	17.7939	17.6781			4	4	0.280106	0.92311	-0.0261345	-0.675235
TRIP11	16.7792	16.96	16.8248	16.8868	16.7947	16.9037	16.8553	16.9479			4	4	0.0904605	0.977657	-0.0127215	-0.248589
TRIP13	17.9593	17.97	17.8268	17.918	17.9905	17.8733	17.9848	18.0061			4	4	0.45543	0.855795	-0.0451536	-1.01243
OASL	17.1972	16.8002	16.998	16.7958	17.5547	16.709	17.2075	17.0259			4	4	0.383731	0.888699	-0.176474	-0.878824
MED1	16.2057	16.0809	16.1512	16.1282	16.3318	15.9507	16.2844	15.8213			4	4	0.130939	0.962926	0.0444496	0.348022
TRIP4	16.6923	16.7562	16.4841	16.5313	16.5971	16.637	16.5489	16.7207			4	4	0.0471942	0.989582	-0.0100064	-0.134999
NFKBIB	18.305	18.0308	18.1543	18.26	17.9895	18.1292	18.0326	18.0569			4	4	1.03512	0.673274	0.135483	2.00152
TRIP6	17.7671	17.839	17.6408	17.9534	17.5838	17.9255	17.8484	17.9766			4	4	0.113955	0.971657	-0.0335131	-0.307013
PTPN14	15.5507	15.6428	15.752	15.7306	15.8358	15.9045	16.1475	15.8136			4	4	1.54688	0.564551	-0.256309	-2.87108
MAPRE1	20.4422	20.4668	20.3593	20.4681	20.4281	20.3935	20.4243	20.4135			4	4	0.30164	0.911425	0.0192456	0.718782
TSC22D1	17.3634	17.466	17.2419	17.5536	17.7215	17.5261	17.5267	17.4813			4	4	0.93475	0.694276	-0.157637	-1.8348
ELAVL1	20.1273	19.9856	20.0608	20.0677	20.0454	20.0257	20.0468	20.041			4	4	0.292683	0.918065	0.020638	0.700757
NSDHL	17.8601	17.7879	17.7534	17.683	17.8969	17.837	17.8202	17.7021			4	4	0.333643	0.90471	-0.0429769	-0.782219
TAB1	18.1661	18.1464	18.1015	18.2849	18.0361	18.6925	18.3387	18.2583			4	4	0.506448	0.832555	-0.156683	-1.10481
HERC1	13.1236	13.0018	11.9009	11.6986	12.3499	11.9899	13.1648	12.4596			4	4	0.0472507	0.98984	-0.0597949	-0.135153
